created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.2368713 51.590891, -0.2371422 51.5903744, -0.2374748 51.5898178, -0.2378361 51.5892422, -0.2380534 51.5889455, -0.238115 51.5887639, -0.2381848 51.5887722, -0.2383538 51.5882006, -0.2381901 51.5881473, -0.2379702 51.5885706, -0.2377556 51.5890155, -0.2374955 51.5895388, -0.2371387 51.590297, -0.2368713 51.590891))",,,,,,,,,,"[2104793397, 2104793432, 2104793723, 2104793695, 2104793545, 2104793652, 2104793566, 2104793765, 2104793505, 2104793801, 2104793451, 2104793610, 2104793625, 2104793397]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.245859 51.6097738, -0.2457788 51.6097554, -0.2456071 51.6097171, -0.2451485 51.6092491, -0.2446496 51.6087493, -0.2439602 51.6080331, -0.2431646 51.6072019, -0.2427793 51.60682, -0.2425784 51.6066168, -0.2423649 51.6063971, -0.2421694 51.606186, -0.2419523 51.6059528, -0.2417734 51.6057495, -0.2415644 51.6055235, -0.2413689 51.6053064, -0.2411682 51.6050794, -0.2407778 51.6046364, -0.2406002 51.6044281, -0.2404226 51.6042198, -0.2398746 51.6036496, -0.239322 51.6030165, -0.2399711 51.6036763, -0.2405451 51.6042277, -0.2409367 51.6046525, -0.2415598 51.6052978, -0.2421115 51.6058652, -0.2426647 51.6064439, -0.2430637 51.606843, -0.2436089 51.6074151, -0.2442231 51.6080481, -0.2447696 51.6086321, -0.2455367 51.6094516, -0.245859 51.6097738))",,,,,broadleaved,,,,,"[2104793754, 2104793686, 2104793751, 2104793484, 2104793413, 2104793735, 2104793554, 2104793552, 6418517575, 6418517574, 2104793636, 6418517573, 6418517572, 2104793492, 6418517571, 2104793778, 6418517577, 6418517576, 2104793536, 2104793631, 2104793661, 2104793556, 2104793637, 2104793611, 2104793713, 2104793768, 2104793476, 2104793437, 2104793481, 2104793614, 2104793474, 2104793693, 2104793754]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2364395 51.5915345, -0.2364958 51.5915509, -0.2363831 51.5920924, -0.23619 51.5929039, -0.2361141 51.5933014, -0.2360023 51.5932855, -0.2360586 51.5929406, -0.2361444 51.592494, -0.2362759 51.5920191, -0.2364395 51.5915345))",,,,,,,,,,"[2104793650, 2104793642, 2104793621, 2104793620, 2104793762, 2104793773, 2104793579, 2104793638, 2104793781, 2104793650]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2362893 51.5933438, -0.2364582 51.5927556, -0.2365816 51.592429, -0.2366111 51.592429, -0.236503 51.5927849, -0.2366165 51.592794, -0.2365628 51.5930906, -0.2364869 51.5933198, -0.2364314 51.5933588, -0.2363743 51.5933631, -0.2362893 51.5933438))",,,,,,,,,,"[2104793711, 2104793623, 2104793408, 2104793392, 2104793589, 2104793549, 2104793615, 2104793605, 2104793601, 2104793442, 2104793711]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2380024 51.5893038, -0.2378584 51.5897078, -0.2377449 51.590077, -0.2376457 51.5903853, -0.2374847 51.5907486, -0.2372012 51.5911859, -0.236849 51.5917334, -0.236705 51.5916958, -0.2368633 51.5912976, -0.2370752 51.5908277, -0.2373139 51.5903744, -0.2375714 51.5899428, -0.2379085 51.5894255, -0.2380024 51.5893038))",,,,,,,,,,"[2104793609, 2104793581, 2104793528, 2104793454, 2104793698, 2104793672, 2104793602, 2104793530, 2104793651, 2104793674, 2104793719, 2104793796, 2104793591, 2104793609]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2375284 51.5911009, -0.2373863 51.5910776, -0.2375499 51.5908077, -0.2376921 51.5904894, -0.2377403 51.5903877, -0.2376196 51.5908343, -0.2375284 51.5911009))",,,,,,,,,,"[2104793439, 2104793592, 2104793584, 2104793500, 2104793640, 2104793747, 2104793439]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2380989 51.588124, -0.2379353 51.5880756, -0.2375652 51.5889289, -0.237246 51.5896088, -0.2368437 51.5905036, -0.2366594 51.590941, -0.2367506 51.5908427, -0.2369571 51.5904461, -0.2372146 51.5899278, -0.2374533 51.5894145, -0.2376752 51.5889489, -0.2378897 51.5885072, -0.2380989 51.588124))",,,,,,,,,,"[2104793654, 2104793715, 2104793680, 2104793648, 2104793502, 2104793456, 2104793600, 2104793472, 2104793617, 2104793653, 2104793639, 2104793633, 2104793654]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2457815 51.6098645, -0.2459665 51.6098853, -0.2463092 51.6102695, -0.2469127 51.6109157, -0.2476161 51.611636, -0.2475222 51.6116693, -0.2471574 51.6112978, -0.2466612 51.6107994, -0.2461515 51.6102814, -0.2457815 51.6098645))",,,,,broadleaved,,,,,"[2104795764, 2104795748, 2104795751, 2104795753, 2104795742, 2104795757, 2104795760, 2104795749, 2104795758, 2104795764]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2310241 51.5729221, -0.2309409 51.5729521, -0.2305855 51.5727708, -0.2305404 51.5727478, -0.2305869 51.5725937, -0.230721 51.5727204, -0.2308498 51.5728221, -0.2310241 51.5729221))",,,,,,,,,,"[2104843543, 2104843578, 5335638486, 2104843514, 2104843484, 2104843537, 2104843435, 2104843543]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2319281 51.5709613, -0.2313944 51.5711697, -0.2314239 51.5710847, -0.2314668 51.5710214, -0.2315419 51.5709697, -0.231625 51.5709447, -0.2316867 51.570933, -0.2318289 51.5709297, -0.2319281 51.5709613))",,,,,,,,,,"[2104843459, 2104843445, 2104843486, 2104843559, 2104843566, 2104843438, 2104843567, 2104843556, 2104843459]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2319389 51.5713848, -0.2317887 51.5712648, -0.2315607 51.5713464, -0.2316197 51.5713831, -0.2317565 51.5714115, -0.2318396 51.5714115, -0.2319389 51.5713848))",,,,,,,,,,"[2104843545, 2104843454, 2104843488, 2104843560, 2104843571, 2104843526, 2104843545]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.230772 51.5730188, -0.2302328 51.5731838, -0.2300657 51.5731547, -0.2299646 51.5731371, -0.2301068 51.5730921, -0.230325 51.5729703, -0.2304394 51.5728587, -0.230772 51.5730188))",,,,,,,,,,"[2104843461, 2104843536, 5335629663, 2104843511, 2104843496, 2104843553, 2104843443, 2104843461]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2321508 51.5711381, -0.2318718 51.5712397, -0.2319952 51.5713681, -0.2320918 51.5713164, -0.2321776 51.5712131, -0.2321508 51.5711381))",,,,,,,,,,"[2104843474, 2104843550, 2104843478, 2104843530, 2104843558, 2104843474]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2290689 51.5729702, -0.2291118 51.5729268, -0.2290984 51.5728918, -0.2290528 51.5728618, -0.2290314 51.5728285, -0.228908 51.5728151, -0.2288302 51.5727801, -0.2287631 51.5727635, -0.2286585 51.5727935, -0.2286102 51.5728285, -0.2284976 51.5728568, -0.2284976 51.5728885, -0.2285164 51.5729135, -0.2286344 51.5729335, -0.2287739 51.5729502, -0.2288785 51.5729618, -0.2289723 51.5729918, -0.2290689 51.5729702))",,,,,,,,,,"[2104843462, 2104843436, 2104843455, 2104843439, 2104843528, 2104843495, 2104843534, 2104843521, 2104843450, 2104843446, 2104843561, 2104843440, 2104843574, 2104843573, 2104843544, 2104843448, 2104843499, 2104843462]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.231153 51.5729852, -0.2310709 51.5730058, -0.2311246 51.5730325, -0.2316721 51.5732993, -0.2320378 51.5734855, -0.2325931 51.5737222, -0.2329257 51.5738889, -0.2331241 51.5740006, -0.2327459 51.5737239, -0.232467 51.5735422, -0.2322739 51.5734305, -0.2319952 51.5733002, -0.2313541 51.5730569, -0.231153 51.5729852))",,,,,,,,,,"[2104847240, 2104847241, 5335638485, 5335638484, 2104847265, 2104847230, 2104847324, 2104847316, 2104847228, 2104847312, 2104847293, 2104847233, 2104847227, 2104847240]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2308848 51.5730685, -0.2303859 51.5732169, -0.2304196 51.5732269, -0.2307949 51.5733429, -0.2311322 51.573456, -0.2314541 51.5735728, -0.2318215 51.5737163, -0.231954 51.5737696, -0.2320486 51.5736756, -0.2323841 51.5738437, -0.2324243 51.573817, -0.231964 51.5735842, -0.2315685 51.5733972, -0.2308848 51.5730685))",,,,,,,,,,"[2104847279, 2104847269, 5335629662, 2104847280, 2104847249, 2104847321, 5335636140, 2104847276, 2104847254, 2104847261, 2104847282, 2104847327, 2104847268, 2104847279]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2261693 51.5743007, -0.2258287 51.5743774, -0.2258072 51.5743307, -0.2258555 51.5742724, -0.2259359 51.574244, -0.2260406 51.5742357, -0.2261158 51.5742454, -0.2261693 51.5743007))",,,,,,,,,,"[2104857168, 2104857166, 2104857214, 2104857180, 2104857182, 2104857190, 2104857178, 2104857168]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2305547 51.5734038, -0.2293961 51.5737437, -0.2283528 51.5740854, -0.2283268 51.5740468, -0.2282428 51.573922, -0.2274032 51.5741537, -0.2273682 51.5741123, -0.2283365 51.5738389, -0.2292593 51.5735636, -0.2301148 51.5733055, -0.2302999 51.5733405, -0.2305547 51.5734038))",,,,,,,,,,"[2104857176, 2104857236, 2104857219, 2104861243, 2104857175, 2104857186, 2104857226, 2104857153, 2104857235, 2104857192, 2104857199, 2104857176]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2361604 51.5769995, -0.2361845 51.5769811, -0.2359619 51.5767028, -0.2357259 51.5764327, -0.2353611 51.5760643, -0.2350339 51.575766, -0.2344813 51.5753326, -0.2343338 51.5752125, -0.2342533 51.5752575, -0.2340122 51.5750089, -0.2337893 51.5748658, -0.2338191 51.5749106, -0.2339157 51.5750339, -0.2344116 51.5756043, -0.2348649 51.5760543, -0.2351841 51.5763711, -0.2356052 51.5768378, -0.235694 51.5770259, -0.2357876 51.5770228, -0.2358332 51.5769145, -0.2361604 51.5769995))",,,,,broadleaved,,,,,"[2104857154, 2104857163, 2104857221, 2104857165, 2104857157, 2104857237, 2104857174, 2104857232, 2104857169, 2104857179, 2104857181, 2104857188, 2104857233, 2104857164, 2104857187, 2104857162, 2104857210, 2104857207, 2104857194, 2104857161, 2104857154]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2321505 51.5740056, -0.2320327 51.5740571, -0.2319574 51.574054, -0.2317535 51.5739256, -0.2315658 51.5737656, -0.2318638 51.573877, -0.2321505 51.5740056))",,,,,,,,,,"[2104857170, 2104857196, 2104857158, 2104857160, 2104857152, 2104857212, 2104857170]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.232577 51.5742107, -0.2324214 51.574189, -0.232239 51.5741823, -0.2321803 51.5741604, -0.2321532 51.5741423, -0.2322524 51.5740523, -0.2323785 51.5741023, -0.232577 51.5742107))",,,,,,,,,,"[2104857206, 2104857184, 2104857156, 2104857208, 2104857223, 2104857217, 2104857159, 2104857206]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2262659 51.5744441, -0.2262043 51.5744938, -0.2261399 51.5745222, -0.2260139 51.5745422, -0.2259145 51.5745324, -0.2258637 51.5744421, -0.2262069 51.5743657, -0.2262659 51.5744441))",,,,,,,,,,"[2104857228, 2104857230, 2104857171, 2104857177, 2104857238, 2104857167, 2104857234, 2104857228]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2283528 51.5740854, -0.2281248 51.5741788, -0.2278297 51.5742788, -0.2277627 51.5744171, -0.2276098 51.5744305, -0.2271404 51.5745105, -0.2269151 51.5745888, -0.2268936 51.5746655, -0.2266898 51.5748606, -0.2265315 51.5749939, -0.2265101 51.5750573, -0.2267595 51.575359, -0.226655 51.575399, -0.2263704 51.5749792, -0.2263839 51.5748708, -0.2265262 51.5748005, -0.2266415 51.5747672, -0.2267273 51.5746705, -0.2267515 51.5745822, -0.2275828 51.5743524, -0.2275909 51.574219, -0.2276928 51.5742307, -0.2281354 51.5741023, -0.2281595 51.5740556, -0.2282346 51.5740623, -0.2283268 51.5740468, -0.2283528 51.5740854))",,,,,,,,,,"[2104857219, 2104861286, 2104861269, 2104861271, 2104861226, 2104861225, 2104861273, 2104861253, 2104861275, 2104861255, 2104861232, 2104861234, 2104861290, 2104861218, 2104861291, 2104861268, 2104861289, 2104861241, 2104861288, 2104861279, 2104861235, 2104861280, 2104861223, 2104861229, 2104861237, 2104861243, 2104857219]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2257054 51.5740321, -0.2257804 51.5741707, -0.2251582 51.5743004, -0.2248873 51.5742438, -0.224764 51.5742304, -0.224713 51.5742271, -0.2244394 51.5741154, -0.2245385 51.5742073, -0.2246807 51.5742757, -0.2248256 51.5743238, -0.2250857 51.574349, -0.2258206 51.5741973, -0.2258823 51.5741323, -0.2258984 51.574074, -0.2258474 51.574044, -0.2258099 51.5740323, -0.2257482 51.5740273, -0.2257054 51.5740321))",,,,,,,,,,"[2104861233, 2104861219, 2104861245, 2104861257, 2104861248, 2104861284, 2104861206, 2104861250, 2104861215, 2104861240, 2104861236, 2104861244, 2104861281, 2104861212, 2104861208, 2104861214, 2104861258, 2104861233]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2275131 51.5739671, -0.2274435 51.573857, -0.2294979 51.5733372, -0.2294791 51.5732505, -0.2283769 51.5731369, -0.2282884 51.5732169, -0.2280711 51.5732386, -0.2273469 51.5730802, -0.2268883 51.5730452, -0.2268881 51.5729838, -0.2273012 51.5730138, -0.2277572 51.5730488, -0.2281085 51.5730771, -0.2285913 51.5731205, -0.2297956 51.5732555, -0.2297983 51.5733022, -0.2297341 51.5733603, -0.2280334 51.5738339, -0.2275131 51.5739671))",,,,,,,,,,"[2104861239, 2104861285, 2104861263, 2104861293, 2104861213, 2104861220, 2104861266, 2104861204, 2104861292, 2104861254, 2104861298, 2104861224, 2104861296, 2104861299, 2104861222, 2104861267, 2104861205, 2104861249, 2104861239]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2255173 51.5744482, -0.2245734 51.5746641, -0.2242327 51.574034, -0.224375 51.5742104, -0.2245546 51.574339, -0.2247666 51.5743955, -0.224965 51.5744074, -0.2251608 51.574394, -0.2252749 51.5743891, -0.2253861 51.5743974, -0.2254625 51.5744188, -0.2255173 51.5744482))",,,,,,,,,,"[2104861221, 2104861276, 2104861265, 2104861260, 2104861231, 2104861278, 2104861242, 2104861274, 2104861297, 2104861238, 2104861246, 2104861221]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2273682 51.5741123, -0.2264751 51.5743207, -0.2263974 51.5747539, -0.2264403 51.5747639, -0.2265449 51.5747472, -0.2266361 51.5746505, -0.2266467 51.5745441, -0.2266119 51.5744724, -0.226636 51.5743874, -0.2267245 51.5743257, -0.2274032 51.5741537, -0.2273682 51.5741123))",,,,,,,,,,"[2104857226, 2104861261, 2104861247, 2104861227, 2104861251, 2104861211, 2104861217, 2104861264, 2104861270, 2104861262, 2104857186, 2104857226]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2255685 51.5745291, -0.2255283 51.5746241, -0.2254426 51.5746855, -0.2248444 51.5748189, -0.2247129 51.5748058, -0.2246486 51.5747755, -0.2246164 51.5747305, -0.2255685 51.5745291))",,,,,,,,,,"[2104861207, 2104861209, 2104861272, 2104861210, 2104861283, 2104861277, 2104861295, 2104861207]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2263088 51.5741457, -0.2261908 51.574144, -0.2260406 51.573929, -0.2260701 51.5737973, -0.2262766 51.5740988, -0.2263088 51.5741457))",,,,,,,,,,"[2104861230, 2104861228, 2104861259, 2104861252, 2104871881, 2104861230]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2257938 51.573929, -0.2257723 51.5738473, -0.225657 51.5737673, -0.2255497 51.5736606, -0.2254719 51.5735089, -0.2254531 51.5733755, -0.2255122 51.5732471, -0.2254102 51.5732688, -0.2251931 51.5732869, -0.225319 51.5733388, -0.2254828 51.5736236, -0.2255792 51.5737422, -0.2256972 51.5738773, -0.2257938 51.573929))",,,,,,,,,,"[2104865103, 2104865107, 2104865063, 2104865095, 2104865073, 2104865102, 2104865099, 2104865067, 2104865086, 2104865084, 2104865076, 2104865106, 2104865108, 2104865103]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2242842 51.5738354, -0.2243829 51.5736906, -0.2244741 51.5736206, -0.2244554 51.5735856, -0.2244019 51.573577, -0.2242946 51.5736937, -0.2242462 51.5737673, -0.2242842 51.5738354))",,,,,,,,,,"[2104865064, 2104865090, 2104865075, 2104865051, 2104865060, 2104865079, 2104865065, 2104865064]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2242032 51.5737289, -0.2242864 51.5736122, -0.2241578 51.5736336, -0.2242032 51.5737289))",,,,,,,,,,"[2104865083, 2104865088, 2104865069, 2104865083]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2259467 51.5737272, -0.2259227 51.5737737, -0.2258448 51.5737939, -0.2257857 51.5737756, -0.2256249 51.5736403, -0.2255685 51.5735122, -0.2255792 51.5733638, -0.2256196 51.5734486, -0.2257482 51.5735155, -0.225893 51.5736422, -0.2259467 51.5737272))",,,,,,,,,,"[2104865070, 2104865058, 2104865062, 2104865093, 2104865072, 2104865089, 2104865081, 2104865080, 2104865066, 2104865047, 2104865070]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2268211 51.573101, -0.2263493 51.5731747, -0.2259547 51.5732755, -0.2258957 51.5733588, -0.2259629 51.573537, -0.2259225 51.5735822, -0.2258233 51.5735155, -0.2257375 51.5734572, -0.2256919 51.5733522, -0.2256972 51.5733072, -0.2257564 51.5732752, -0.225885 51.5732421, -0.2262927 51.5731405, -0.2264429 51.5731071, -0.226636 51.5730871, -0.2267165 51.5730821, -0.2268211 51.573101))",,,,,,,,,,"[2104865074, 2104865096, 2104865071, 2104865068, 2104865048, 2104865077, 2104865087, 2104865049, 2104865100, 2104865045, 2104865043, 2104865097, 2104865078, 2104865098, 2104865082, 2104865101, 2104865074]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2272878 51.5739373, -0.2263517 51.574154, -0.2263088 51.5741457, -0.2262766 51.5740988, -0.2263785 51.574119, -0.2272717 51.5739056, -0.2272878 51.5739373))",,,,,,,,,,"[2104871865, 2104871888, 2104861230, 2104871881, 2104871885, 2104871883, 2104871865]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2245145 51.574777, -0.2239566 51.5749206, -0.2232859 51.5751308, -0.2226047 51.5752925, -0.2209988 51.5757314, -0.220678 51.5758248, -0.2202321 51.5760261, -0.2201003 51.5761311, -0.2202829 51.5762498, -0.2204512 51.576135, -0.2208465 51.5759956, -0.2217861 51.5757115, -0.2224576 51.5755288, -0.2231786 51.5752625, -0.2240021 51.5750058, -0.2245036 51.5748841, -0.2245305 51.5748391, -0.2245145 51.574777))",,,,,,,,,,"[2104879771, 2104879784, 2104879785, 2104879731, 2104879768, 2104879750, 2104879732, 2104879737, 2104879749, 2104879720, 2104879775, 2104879739, 2104906630, 2104879741, 2104879753, 2104879781, 2104879779, 2104879771]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2244154 51.5746173, -0.2226289 51.5751106, -0.2225564 51.5750708, -0.2224036 51.5751089, -0.2223981 51.5752092, -0.221336 51.5755576, -0.2212555 51.5755709, -0.220998 51.5755109, -0.2208505 51.5754759, -0.2207566 51.5754459, -0.2206521 51.5754823, -0.2206575 51.5755173, -0.2208855 51.5755657, -0.2208372 51.5756407, -0.2207834 51.5756893, -0.2206305 51.5756659, -0.2205286 51.5757009, -0.2205474 51.575771, -0.2205447 51.5757976, -0.2201747 51.5759924, -0.220086 51.5759577, -0.2200352 51.5759874, -0.219986 51.5760599, -0.2200431 51.5760955, -0.2201003 51.5761311, -0.2202321 51.5760261, -0.220678 51.5758248, -0.2209988 51.5757314, -0.2215662 51.5755904, -0.2217988 51.5755307, -0.2226047 51.5752925, -0.2242354 51.5747841, -0.2244662 51.5747005, -0.2244154 51.5746173))",,,,,,,,,,"[2104879772, 2104879724, 2104879743, 2104879746, 2104879745, 2104879725, 2104879762, 2104879727, 2104879763, 2104879786, 2104879776, 2104879718, 2104879757, 2104879721, 2104879766, 2104879752, 2104879767, 2104879764, 2104879759, 2104879782, 2104879760, 2104879735, 2104879774, 7495021786, 2104879737, 2104879732, 2104879750, 2104879768, 2104879787, 2104879777, 2104879731, 2104879755, 2104879740, 2104879772]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2220897 51.5748258, -0.2217034 51.5744857, -0.2216846 51.5745707, -0.2218617 51.5747158, -0.2219448 51.5747975, -0.2220897 51.5748258))",,,,,,,,,,"[2104884649, 2104884653, 2104884714, 2104884654, 2104884659, 2104884649]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2197508 51.5771962, -0.219614 51.5771212, -0.2194264 51.5770509, -0.219885 51.5768059, -0.2198849 51.5769778, -0.2198607 51.5770828, -0.2197508 51.5771962))",,,,,,,,,,"[2104889996, 2104889998, 2104890020, 2104889989, 2104890013, 2104890001, 2104889996]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2194048 51.5770245, -0.2192868 51.5769661, -0.219244 51.5769242, -0.2190938 51.5767525, -0.2197107 51.5763508, -0.2198046 51.5763275, -0.2198661 51.5762975, -0.2200485 51.576171, -0.2201665 51.5762544, -0.2200513 51.5763841, -0.2199253 51.5766192, -0.219885 51.5767642, -0.2194048 51.5770245))",,,,,,,,,,"[2104890005, 2104890009, 2104890007, 2104890006, 2104889993, 2104889985, 2104889987, 2104889986, 2104889992, 2104889994, 2104889995, 2104890019, 2104890005]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2199975 51.5761293, -0.2197803 51.5762244, -0.2196302 51.5763025, -0.2198902 51.5760893, -0.21996 51.576081, -0.2199975 51.5761293))",,,,,,,,,,"[2104890016, 2104890011, 2104890017, 2104889984, 2104890012, 2104890016]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.221462 51.578238, -0.2209631 51.5781313, -0.2202979 51.5780346, -0.2199092 51.5779743, -0.2198099 51.577941, -0.2198661 51.5777812, -0.2198634 51.5776596, -0.2204186 51.5778963, -0.2206869 51.5779979, -0.2210141 51.5780979, -0.221462 51.578238))",,,,,,,,,,"[2104898173, 2104898094, 2104898140, 2104897968, 2104898112, 2104897976, 2104898177, 2104898018, 2104898169, 2104898180, 2104898173]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2208639 51.5777279, -0.220314 51.5774729, -0.21985 51.5772662, -0.2200002 51.5770595, -0.2201075 51.5766528, -0.2201612 51.5765127, -0.2202363 51.5764011, -0.2202845 51.5763761, -0.2201799 51.5765861, -0.2201801 51.5769609, -0.2202713 51.5771292, -0.2204589 51.5773929, -0.2206091 51.5775379, -0.2207861 51.5776579, -0.2208988 51.5777096, -0.2208639 51.5777279))",,,,,,,,,,"[2104898006, 2104898118, 2104897982, 2104898131, 2104897991, 2104898163, 2104898032, 2104898003, 2104898023, 2104897994, 2104898133, 2104898000, 2104898128, 2104897973, 2104898151, 2104898006]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
