access,barrier,bicycle,opening_hours,wheelchair,geometry,highway,created_by,source,man_made,ref,survey:date,foot,name,place,access:conditional,horse,fixme,amenity,operator,height,name:ru,note,check_date,covered,description,source:name,leisure,natural,alt_name,addr:city,addr:postcode,addr:street,brand,fee,layer,operator:wikidata,species,leaf_cycle,leaf_type,species:en,wikidata,dogs,historic,start_date,dog,tourism,opening_hours:url,surface,designation,contact:phone,addr:housename,website,level,addr:housenumber,operator:type,nodes,name:alt,wikipedia,GBV,wikimedia_commons,barbecue,fire,litter,moped,source:designation,name:uk,heritage,heritage:operator,listed_status,ref:GB:nhle,landuse,wikipedia:es,name:ar,name:arz,name:cs,name:cy,name:da,name:de,name:en,name:es,name:eu,name:fa,name:fr,name:ga,name:he,name:id,name:is,name:it,name:ja,name:ko,name:lt,name:nl,name:nn,name:no,name:pl,name:scn,name:sh,name:sk,name:sv,name:tr,name:yue,name:zh,is_in,phone,not:name,fence_type,private,official_name,sport,he:inscription_date,heritage:website,type,owner,email,ref:he,loc_name,landuse_2,area,is_in:district,name:zh-Hans,golf,FIXME,boundary,building,landuse_1,grassland,url,old_name,smoking,fence:height,contact:website,smokefree,disused,postal_code,not:addr:postcode,wikipedia:en,fhrs:id,source:addr,previous_id,garden:type,wheelchair:description:en,protection_title,name:etymology:wikidata,park,incorrect_name,denomination,religion,landcover,name:ur,lit,light:colour,contact:fax,dog:conditional,level:ref,note:level,opening_hours:note,bbq,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,construction,name:ast,name:az,name:be,name:bg,name:bn,name:br,name:ca,name:ceb,name:et,name:fi,name:hi,name:hr,name:hu,name:hy,name:ka,name:lv,name:mr,name:ms,name:nan,name:pt,name:ro,name:sr,name:th,name:vi,name:wuu,protect_class,addr:country,addr:suburb,toilets,ruins,leisure_1,maxspeed,architect,previously,note:history,not:designation,disused:leisure,bench,opening_hours:covid19,image,name:etymology,name:etymology:wikipedia,ways,contact:email,golf:course,golf:par,contact:twitter
,,,,,"POLYGON ((-0.0776212 51.666267, -0.0776195 51.665595, -0.0777107 51.6656013, -0.0781683 51.6656697, -0.0784527 51.6657048, -0.0792134 51.6658149, -0.0802466 51.6659597, -0.0800484 51.6668973, -0.0796046 51.6668263, -0.0794685 51.6671503, -0.0791761 51.6677581, -0.0790111 51.6679049, -0.0783099 51.6679064, -0.0778834 51.6688348, -0.0771448 51.6686955, -0.0773361 51.6682374, -0.0773897 51.6680255, -0.0775364 51.6674505, -0.0776449 51.6667317, -0.0776212 51.666267))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13374950, 13374955, 10042887841, 26939588, 13374958, 13374961, 13374965, 13374967, 13374971, 13374979, 13374991, 13374992, 13374996, 13374913, 13374914, 1057728749, 13374917, 13375657, 13374920, 13374950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0866323 51.6621464, -0.0865312 51.6629306, -0.0862144 51.6629391, -0.0856281 51.6629643, -0.0856536 51.6626999, -0.0857124 51.6622527, -0.0857547 51.6620546, -0.086214 51.6621422, -0.0866323 51.6621464))",,,,,,,,St Michael's Green,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13376424, 13376411, 244312746, 13376418, 1870624669, 1042995615, 13376419, 1042995558, 13376424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0826579 51.6610623, -0.0822717 51.6617651, -0.080598 51.6614616, -0.0809413 51.6607695, -0.0826579 51.6610623))",,Potlatch alpha,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13376508, 13376498, 13376501, 13376504, 13376508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0690897 51.648324, -0.0690914 51.64887, -0.0692842 51.6509153, -0.0662544 51.6502685, -0.0657211 51.6470936, -0.0657255 51.6467097, -0.0669569 51.6466916, -0.0673305 51.646687, -0.0676265 51.6467194, -0.0682843 51.6468342, -0.0696375 51.6470488, -0.07006 51.6471112, -0.0706399 51.6471312, -0.0705839 51.6475111, -0.0706212 51.6486592, -0.0700126 51.6486665, -0.0700095 51.6483157, -0.0690897 51.648324))",,,,,,,,Bush Hill Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13376702, 4729784146, 13376704, 13376708, 13376712, 13376717, 92533521, 4729784776, 4729784147, 4729784733, 92533522, 4729784785, 92533524, 13376731, 13376695, 4729784695, 4729784761, 13376702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1921378 51.5963921, -0.1918721 51.5974885, -0.1917812 51.5974768, -0.1916609 51.5978426, -0.1917448 51.597858, -0.1948417 51.5985016, -0.1950909 51.5985513, -0.1952418 51.5978983, -0.1954441 51.5973159, -0.1954847 51.5971776, -0.1954144 51.597165, -0.1954557 51.5969962, -0.1953905 51.5969905, -0.1954496 51.5967879, -0.195488 51.596565, -0.1947408 51.5964923, -0.1944936 51.5964842, -0.1937659 51.5964881, -0.1933213 51.5964677, -0.1927334 51.5964261, -0.1921378 51.5963921))",,,,,,,,Stephens House & Grounds,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q4828201,,,,,,,,,,,http://www.stephenshouseandgardens.com/,,,,"[197678, 4998010301, 4998010300, 206180302, 13467856, 289941826, 13467855, 2118708544, 1952857432, 2083955662, 2118726030, 2118725969, 4998029061, 2118725933, 2118725954, 2083954750, 197676, 2117958504, 197677, 2117958574, 197678]",Avenue House Grounds,en:Avenue House Grounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,sunrise-sunset,,"POLYGON ((-0.1256684 51.6403493, -0.1259056 51.6410662, -0.1262606 51.6416011, -0.1262525 51.6419621, -0.125927 51.6420401, -0.1219225 51.6426146, -0.1220803 51.6430664, -0.1208808 51.6432816, -0.1206371 51.6428033, -0.1186582 51.6430953, -0.1174757 51.6432454, -0.1169045 51.6432155, -0.1168263 51.6425486, -0.1167546 51.6422187, -0.1157914 51.6418315, -0.1152531 51.641914, -0.1148078 51.6401258, -0.1154415 51.640022, -0.1153576 51.6397146, -0.1166976 51.6395249, -0.1170006 51.6395133, -0.1170596 51.639609, -0.1171102 51.6396005, -0.118744 51.6398299, -0.1192497 51.6398345, -0.1196485 51.6398031, -0.12025 51.639736, -0.1212012 51.6395399, -0.1219248 51.6393083, -0.1223248 51.6391729, -0.122935 51.6391254, -0.123575 51.6391147, -0.12387 51.6391264, -0.1250887 51.6392752, -0.1252907 51.6395876, -0.1256684 51.6403493))",,,,,,,,Oakwood Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13592508, 14419923, 14419928, 13592450, 10150035840, 248062465, 13592453, 13592458, 13592461, 10150035839, 13592466, 13592470, 13592471, 262194906, 13592472, 13592473, 269274448, 13592478, 13592481, 10150035836, 10150035837, 10150035838, 13592484, 13592487, 10150035835, 269274443, 3404111932, 13592490, 14419919, 10150035834, 10150035833, 13592501, 14419926, 13592502, 14419921, 13592508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.087567 51.6509657, -0.0877494 51.6512243, -0.0876653 51.6515091, -0.0870101 51.6514664, -0.086835 51.651455, -0.0869467 51.6510923, -0.0862914 51.6509108, -0.0860608 51.6508225, -0.0856855 51.6505661, -0.0852575 51.6502664, -0.0850214 51.6501841, -0.0846766 51.6501013, -0.0841428 51.6500168, -0.0836135 51.6499797, -0.0836423 51.6498635, -0.0836984 51.6496402, -0.083777 51.6492913, -0.0838569 51.6488634, -0.0839373 51.648577, -0.0840238 51.6483026, -0.0841341 51.6481344, -0.0842218 51.6480804, -0.0861286 51.6470282, -0.0864461 51.6475991, -0.0874765 51.6480911, -0.0878511 51.6482196, -0.0890778 51.6487538, -0.0890529 51.6488422, -0.0889725 51.648904, -0.0888319 51.6489804, -0.0887013 51.6490484, -0.0885734 51.6491074, -0.0884217 51.6491473, -0.0882332 51.6491941, -0.0880494 51.6492474, -0.0878394 51.6493867, -0.0877719 51.6495629, -0.0877798 51.649706, -0.08778 51.6497089, -0.0878992 51.6499672, -0.0878422 51.6501869, -0.0877598 51.6503348, -0.0876686 51.6505319, -0.0875707 51.6508346, -0.0875565 51.6509077, -0.087567 51.6509657))",,,,,,,,Enfield Town Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q5377327,,,,,,,,,,,,,,,"[13682677, 33514488, 13682537, 3098994437, 13682539, 13682543, 13682561, 3098994446, 13682566, 13682567, 13682582, 3098994448, 3098994449, 3098994461, 33514570, 33514569, 33514568, 33514567, 13682612, 1507914739, 1507914738, 13682640, 13682647, 13682648, 13682649, 33514529, 13682655, 33514493, 33510053, 33514474, 33510093, 33514475, 13682669, 33514476, 33514478, 33514480, 13682673, 1527204813, 33514482, 33514484, 13682675, 33514486, 13682676, 33514487, 9813258689, 13682677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1724395 51.6525558, -0.1726523 51.6531388, -0.1726795 51.6532989, -0.1725285 51.6533061, -0.1724937 51.6533117, -0.1721399 51.6533689, -0.1718687 51.6534126, -0.1716625 51.6534371, -0.1714073 51.6534648, -0.1708594 51.6534785, -0.1696479 51.6536103, -0.1681477 51.6538245, -0.1679405 51.6538478, -0.1679348 51.6536494, -0.1680314 51.6536227, -0.1679256 51.653325, -0.16788 51.6531929, -0.1682146 51.6531732, -0.1686126 51.6531281, -0.1686463 51.6523786, -0.1684551 51.652295, -0.1679565 51.652044, -0.168073 51.6519556, -0.1681281 51.6518825, -0.1681811 51.6518816, -0.1683306 51.6520231, -0.1685396 51.652083, -0.1686217 51.6518874, -0.1681977 51.6518123, -0.1682571 51.6517047, -0.1682856 51.6516134, -0.1686286 51.6516716, -0.1688232 51.651658, -0.1695923 51.6515955, -0.1706482 51.6515372, -0.171308 51.6514669, -0.1718927 51.6513786, -0.1719759 51.6515378, -0.1720579 51.6515654, -0.1722019 51.6516778, -0.1723053 51.6521333, -0.1724395 51.6525558))",,,,,,,,Victoria Recreation Ground,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q7926994,,,,,,,,,,,,,,,"[13683906, 13798498, 13798502, 13683821, 3861509603, 3861509634, 1916365329, 3861509631, 13683828, 13683830, 13683835, 13683836, 13683837, 1916371526, 1916371515, 13683847, 13683857, 1452114083, 13683858, 13683870, 1890391465, 1452114023, 1452114030, 1916396463, 1916396460, 1916396462, 13683871, 13683872, 13683873, 1916396464, 1916396461, 13683877, 1916396458, 13683878, 13683879, 13798501, 1916396465, 13683882, 13798500, 13683899, 13798499, 13683906]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.226518 51.5990695, -0.2268181 51.5986108, -0.2267495 51.5983129, -0.2266047 51.5979173, -0.2262993 51.5974159, -0.2260136 51.5971719, -0.2253325 51.5969783, -0.2253242 51.5969424, -0.2253379 51.5968883, -0.2256608 51.596981, -0.2260245 51.5970608, -0.226094 51.5969653, -0.2262849 51.5965988, -0.2264708 51.5966094, -0.227142 51.5965758, -0.22736 51.596534, -0.2287047 51.5964018, -0.2285482 51.5958907, -0.2285395 51.595847, -0.2283794 51.5953224, -0.2281299 51.5948109, -0.2276342 51.5942818, -0.2271049 51.5935103, -0.2268009 51.5929101, -0.2265934 51.5924858, -0.2264757 51.5919841, -0.2266243 51.5919472, -0.2266806 51.5919031, -0.2270392 51.591857, -0.2271638 51.5918604, -0.2279786 51.591803, -0.2281482 51.5918954, -0.2282561 51.5918908, -0.2288995 51.5918635, -0.2289017 51.5916382, -0.2289054 51.5912631, -0.229084 51.5913016, -0.2290757 51.5915585, -0.2291227 51.5917743, -0.2289633 51.5920329, -0.2287371 51.5922916, -0.2285788 51.592579, -0.2285044 51.5929953, -0.2290035 51.5935392, -0.229795 51.59401, -0.2306388 51.594579, -0.2309573 51.5948893, -0.2310565 51.5954854, -0.2311768 51.5959581, -0.2323623 51.5959535, -0.2334862 51.5959476, -0.2334836 51.596081, -0.233125 51.5960922, -0.2330168 51.5960926, -0.2324213 51.5961124, -0.2323831 51.5968153, -0.2323866 51.5975557, -0.2324026 51.5981806, -0.2328827 51.5982309, -0.2328961 51.598298, -0.2323544 51.5982859, -0.2320485 51.5987723, -0.2309703 51.5996592, -0.2307744 51.5996098, -0.2307057 51.5995923, -0.2303562 51.5995055, -0.2303863 51.5996819, -0.2304471 51.599713, -0.2304581 51.5998776, -0.2304731 51.5999752, -0.2299968 51.5998524, -0.2299405 51.5993572, -0.229294 51.5991839, -0.2289673 51.599659, -0.2289721 51.5996774, -0.2277114 51.5993691, -0.226518 51.5990695))",,,,,,,,Sunnyhill Park,,,,,,,,,,,,,,park,,Sunny Hill Park,,,,,,,,,,,,Q7640693,,,,,,,,,,,,,,,"[574308325, 1279333023, 242700530, 13796275, 242700531, 2133166196, 2133166273, 13796276, 13796277, 1279333048, 1279333031, 13798229, 2133166305, 13796278, 2133166327, 13796279, 13796280, 1279333042, 2133166358, 2133166185, 13796281, 13796282, 13796283, 13796284, 13796286, 13796287, 13796288, 13796289, 13796290, 13796291, 13796294, 1279333017, 8210478635, 1279333044, 3817389223, 1279333037, 1279333018, 1989912894, 13796259, 13796296, 13796260, 609739644, 13796261, 13796262, 13796263, 13796264, 13798230, 13796265, 13796266, 2133151744, 2133151803, 2133151918, 2133153155, 2133153146, 13796267, 13796268, 13796269, 13798231, 13796270, 2133151840, 13798233, 13796271, 13796272, 2133151947, 2133151879, 13798234, 2133127822, 2133127764, 2133127926, 4944111112, 13798225, 13798227, 2133127959, 2133127975, 4944079428, 4944079438, 574308325]",,en:Sunny Hill Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1832734 51.6248571, -0.1840802 51.62458, -0.1843314 51.6241297, -0.1845412 51.6237537, -0.1845918 51.623663, -0.1850305 51.6236416, -0.185279 51.6235187, -0.1853319 51.6234569, -0.1854855 51.6232772, -0.1858128 51.6233719, -0.1858385 51.6233794, -0.1858964 51.6233946, -0.1856375 51.6238019, -0.1859589 51.6238883, -0.1857091 51.6241819, -0.1852548 51.6246893, -0.1846659 51.6254106, -0.1845509 51.6255564, -0.1843767 51.6257775, -0.1839841 51.6262755, -0.1839111 51.6263681, -0.1836641 51.6266631, -0.1834378 51.6269335, -0.1833397 51.627047, -0.1832704 51.6271472, -0.1830876 51.6274059, -0.1830313 51.6275133, -0.1828891 51.6277747, -0.1828683 51.6278108, -0.1827586 51.6280011, -0.1826435 51.6282006, -0.1824573 51.6289135, -0.1823659 51.6291639, -0.1822887 51.6293756, -0.1822038 51.6297577, -0.1819882 51.6300523, -0.1818085 51.6302304, -0.1816716 51.6304213, -0.1809681 51.6302691, -0.1805255 51.6301784, -0.1805049 51.6301742, -0.1800935 51.6301165, -0.179602 51.6300844, -0.1794004 51.6300727, -0.1794089 51.6300242, -0.1794278 51.6299165, -0.1795486 51.6292276, -0.1796535 51.628539, -0.1797908 51.6282512, -0.1799735 51.6279666, -0.1803793 51.6272162, -0.1809044 51.6273507, -0.1811462 51.6269992, -0.1812653 51.6268261, -0.1814489 51.6265592, -0.1816554 51.626603, -0.18184 51.6266421, -0.1820524 51.6262333, -0.1821833 51.6259814, -0.1825438 51.6260453, -0.1826983 51.6258961, -0.1828099 51.6258908, -0.1829386 51.625619, -0.1826811 51.6255658, -0.1828769 51.6253315, -0.1832734 51.6248571))",,,,,,,,Whetstone Stray,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[59933175, 59933176, 10289817595, 10289817596, 13875100, 13875101, 9603995106, 10289817604, 13875102, 10289817605, 6993944079, 13875103, 13875104, 9603995105, 13875105, 2123183957, 13875106, 10289817697, 10289817698, 10289817752, 13875107, 10289817753, 10289817757, 10289817735, 10289817758, 10289817759, 9604075341, 9604075342, 10289817774, 10289817775, 13875108, 9603995111, 10289788892, 13875109, 9604075340, 2087820616, 13875110, 13875096, 9424020088, 10289788893, 9424020090, 13875097, 9424020091, 2087820625, 10289817430, 10289817429, 13875098, 2087820617, 9424020092, 2087820621, 59933161, 59933163, 10289817512, 10289817516, 59933165, 10289817517, 59933168, 10289817524, 59933169, 59933170, 59933171, 59933172, 59933173, 59933174, 10289817537, 59933175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.007656 51.4335624, -0.008217 51.4347355, -0.005375 51.4353813, -0.0043976 51.4337851, -0.007656 51.4335624))",,,,,,,,School Playing Fields,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[13876865, 13876864, 13876867, 27002468, 13876865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0113615 51.4519506, -0.0117048 51.4519372, -0.0124559 51.4520375, -0.0129494 51.4521517, -0.0132653 51.4522302, -0.0137975 51.4523282, -0.0143983 51.4523994, -0.0146102 51.4524094, -0.0148875 51.4524225, -0.0152435 51.4524393, -0.0146625 51.4543237, -0.0144071 51.4542973, -0.0138828 51.454197, -0.0135609 51.4540633, -0.0135375 51.4540523, -0.0133672 51.4539717, -0.0129387 51.4537691, -0.0126252 51.453702, -0.0123387 51.4536406, -0.012252 51.453622, -0.0121889 51.4536134, -0.0119115 51.4535753, -0.0118658 51.4534549, -0.0116727 51.4531273, -0.011599 51.4530113, -0.0114688 51.4528064, -0.0111899 51.4524854, -0.0111577 51.4522381, -0.011191 51.4520694, -0.0113615 51.4519506))",,,,,,,,Lewisham Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[648951, 648952, 648953, 648954, 1685856287, 648955, 648956, 10282569626, 1685856277, 648957, 648940, 1685856288, 648941, 648942, 1685856267, 10282569687, 648943, 10282569786, 1685856281, 648944, 1685856264, 648713, 648945, 648946, 10282569679, 648947, 648948, 648949, 648950, 648951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fence,,,,"POLYGON ((-0.1742478 51.5155682, -0.1734242 51.5160232, -0.1728108 51.5163552, -0.1726998 51.5162774, -0.1725948 51.5161995, -0.1732302 51.5158705, -0.1740498 51.5154224, -0.1741606 51.5154979, -0.1742478 51.5155682))",,,,,,,,Norfolk Square,,,,,,City of Westminster,,,,,,,survey,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[15261996, 15262021, 15262019, 3006494402, 15262018, 15261997, 15261995, 9874567554, 15261996]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fence,,,,"POLYGON ((-0.1247012 51.5214017, -0.1247949 51.5213462, -0.1249255 51.5212695, -0.1251625 51.5211857, -0.1254143 51.521082, -0.1254289 51.5210743, -0.1259657 51.5208517, -0.1260989 51.5208229, -0.1262536 51.5208222, -0.1263597 51.5208348, -0.1264579 51.520865, -0.1265663 51.5209191, -0.1274435 51.5216336, -0.1275023 51.5217059, -0.127526 51.5217853, -0.1275248 51.5218478, -0.1275135 51.5218935, -0.1274874 51.5219414, -0.1274124 51.5220064, -0.1264 51.522458, -0.1261732 51.5225365, -0.12603 51.5225643, -0.1258596 51.5225664, -0.1256902 51.5225341, -0.1256122 51.5225042, -0.1255322 51.5224639, -0.1247103 51.5217614, -0.1246459 51.5216912, -0.1246132 51.5216251, -0.124612 51.521557, -0.1246297 51.5214989, -0.1246572 51.5214579, -0.1247012 51.5214017))",,,,,,,,Russell Square,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q1346906,,,,,,,,,,,,,,,"[15902716, 60655240, 889094140, 889216321, 889216369, 889216224, 60655241, 889094087, 15902717, 15902725, 15902719, 2307124973, 15902702, 889094051, 15902703, 889094109, 889094090, 15902704, 15902705, 889094126, 15902708, 889094058, 15902709, 889094131, 2307125024, 889094070, 2307125001, 15902712, 15902713, 889094035, 2307124981, 889094048, 15902716]",,en:Russell Square,Active,Category:Russell_Square_Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
permissive,fence,,07:30-sunset,,"POLYGON ((-0.129244 51.5256671, -0.1291965 51.5256826, -0.1291431 51.5256848, -0.1290927 51.5256734, -0.1290541 51.5256502, -0.1285726 51.5252164, -0.1281052 51.5247953, -0.1280914 51.524774, -0.1280878 51.5247511, -0.1280947 51.5247284, -0.1281116 51.5247079, -0.1281371 51.5246913, -0.1284782 51.5245455, -0.1287933 51.5244116, -0.1288383 51.5243987, -0.1288878 51.524398, -0.1289336 51.5244097, -0.1289683 51.5244317, -0.1294502 51.5248509, -0.1295142 51.5249058, -0.1299336 51.5252777, -0.1299537 51.5253027, -0.1299609 51.5253334, -0.1299434 51.5253654, -0.1299072 51.5253881, -0.1295645 51.5255326, -0.129244 51.5256671))",,,Survey of 2014-10-05,,,,,Tavistock Square,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q1936696,,,,,,,,,,,,,,,"[3113622619, 3113622621, 15906373, 3113622620, 3113622618, 3113622530, 15906379, 3113622351, 3113622349, 3113622342, 3113622335, 3113617924, 3113617903, 15906383, 3113617886, 3113617885, 3113617887, 3113617888, 3113622366, 3113622372, 3113622542, 3113622548, 3113622551, 3113622557, 15906369, 3113622610, 3113622619]",,en:Tavistock Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,"POLYGON ((-0.4110188 51.4490733, -0.4107861 51.4495469, -0.4105199 51.449929, -0.4102755 51.4502588, -0.4100572 51.4505534, -0.410028 51.4505928, -0.409852 51.4508547, -0.4094778 51.451362, -0.4093579 51.4515748, -0.4098382 51.4518469, -0.4099774 51.4519258, -0.4110209 51.4525171, -0.4115815 51.4519806, -0.4121132 51.451512, -0.411915 51.4509262, -0.4123836 51.4502052, -0.4130746 51.4498179, -0.4110188 51.4490733))",,,,,,,,Glebelands Playing Fields Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,leashed,,,,,,,,,,,"[566389976, 7012168908, 566389845, 9796798616, 9796798617, 9796798611, 9796798612, 6018266178, 566390093, 7069526084, 7069526083, 2593080862, 16718427, 16718426, 247072995, 247072996, 16718425, 566389976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
