created_by,geometry,barrier,foot,source,access,description,landuse,highway,fixme,wheelchair,surface,name,operator,leaf_cycle,leaf_type,natural,opening_hours,note,nodes,sport,contact:website,wikidata,source:name,wikipedia,addr:city,addr:postcode,addr:street,leisure,old_name,alt_name,dog,private,landuse_2,operator:type,operator:wikidata,website,postal_code,lit,email,phone,public,not:name,area,golf:course,name:ga,addr:housenumber,source:alt_name,fhrs:id,source:addr,access:note,wheelchair:description,url,club,survey:date,owner,historic:leisure,name:en,name:zh,building,addr:housename,golf,pets_allowed,addr:country,addr:suburb,landcover,source:geometry,fence_type,level,mtb,amenity,community_centre,community_centre:for,facebook,ways,type,maxspeed,designation
,"POLYGON ((-0.2088496 51.4078654, -0.2098541 51.4077214, -0.2098855 51.4077164, -0.2102538 51.4076578, -0.2107106 51.4077351, -0.2107975 51.4077719, -0.2108491 51.4077405, -0.2109157 51.4077858, -0.2108753 51.4078404, -0.2108625 51.4078731, -0.2108585 51.4079145, -0.2109495 51.4086428, -0.2109356 51.4086799, -0.2108966 51.4087103, -0.2108492 51.408736, -0.2107846 51.408763, -0.2107753 51.4087672, -0.2107675 51.4087701, -0.2107244 51.4087811, -0.2104649 51.4088158, -0.2102396 51.4088493, -0.2100131 51.4088923, -0.2097715 51.4089647, -0.2096149 51.4090165, -0.2095643 51.4090271, -0.2095094 51.4090325, -0.2091204 51.4090668, -0.2091148 51.409051, -0.209147 51.4090072, -0.2090068 51.4084424, -0.2089974 51.4084176, -0.2089793 51.4083648, -0.2088496 51.4078654))",,,,,,recreation_ground,,,,grass,John Innes Recreation Ground,,,,,,,"[247780445, 247780446, 7158921105, 247780447, 247780448, 6611193546, 7158921176, 247780453, 7158921175, 6611206387, 7158921178, 247780454, 7158921170, 247780455, 247780459, 7158921177, 6611193541, 247780469, 7158921172, 6611206448, 6611206447, 247780470, 6611206446, 247780471, 7158921171, 6611193540, 8566184692, 247780472, 6611213748, 7158921169, 6611213749, 7158921168, 247780445]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2232877 51.3511253, -0.2219316 51.3515863, -0.2224551 51.3526209, -0.2226096 51.3527978, -0.2240135 51.3522071, -0.2240521 51.3521823, -0.2241307 51.3521524, -0.2232877 51.3511253))",,,,,,recreation_ground,,,,,Cheam Cricket Club,,,,,,,"[247803425, 247803426, 247803427, 247803428, 247803429, 26635758, 247803430, 247803425]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1370798 51.3546896, -0.1373611 51.3557822, -0.1364826 51.3559305, -0.1362912 51.3554427, -0.1361721 51.3554593, -0.1364106 51.3546223, -0.1370798 51.3546896))",,,,,,recreation_ground,,,,,,,,,,,,"[247806137, 247806136, 247806135, 1848539357, 247806134, 247806133, 247806137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1348502 51.580689, -0.1354186 51.581228, -0.1357534 51.581276, -0.1363696 51.581206, -0.1369073 51.581023, -0.1371936 51.5808539, -0.1373063 51.5807291, -0.137374 51.5805945, -0.1373818 51.5804293, -0.1373154 51.5802444, -0.1372977 51.5801902, -0.135955 51.580375, -0.1355244 51.5804641, -0.1348502 51.580689))",,,,,,recreation_ground,,,,,School Playing Fields,,,,,,,"[247861317, 247861318, 247861319, 247861320, 1965695976, 247861321, 1965695963, 1965695961, 247861322, 1965695918, 247861323, 1965695930, 247861324, 247861317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1326541 51.5826457, -0.1319272 51.5818314, -0.1315633 51.5814829, -0.1309684 51.5816725, -0.1299202 51.5820048, -0.129948 51.5820344, -0.1300448 51.5821373, -0.1303031 51.582412, -0.1301114 51.5825241, -0.1306323 51.5828577, -0.1308235 51.5829489, -0.1310427 51.5830276, -0.1312332 51.5830573, -0.1326541 51.5826457))",,,Yahoo,,,recreation_ground,,,,,Hornsey Cricket Club,,,,,,,"[247861749, 247861750, 1965696075, 247861751, 247861752, 7641231150, 7641231148, 247861753, 2002015949, 2002015948, 1965696147, 1965696152, 247861755, 247861749]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.129248 51.3517046, -0.1291855 51.3520159, -0.1291304 51.3520839, -0.12903 51.3524162, -0.1280936 51.3523234, -0.1282901 51.351619, -0.129248 51.3517046))",,,,,,recreation_ground,,,,,,,,,,,,"[248042501, 1848538635, 1848538643, 247806076, 1848538674, 247806170, 248042501]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1300064 51.3517972, -0.1300831 51.351475, -0.1308914 51.35155, -0.1308236 51.3518347, -0.1308146 51.3518723, -0.1300064 51.3517972))",,,,,,recreation_ground,,,,,,,,,,,,"[1848538602, 240649297, 247806169, 248042533, 5809020701, 1848538602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.119759 51.3468734, -0.1261053 51.3465175, -0.1261111 51.3465475, -0.1261315 51.3466538, -0.12615 51.3467937, -0.126201 51.3470453, -0.1263585 51.3474267, -0.1266461 51.3478648, -0.1267685 51.3479638, -0.126911 51.3480353, -0.1264016 51.3481257, -0.1243946 51.3483719, -0.1238981 51.3484356, -0.1203049 51.3486454, -0.119759 51.3468734))",,,,,,recreation_ground,,,,,John Fisher School Playing Fields,,,,,,,"[248042550, 1848537162, 1848537167, 1848537224, 1848537265, 1848537327, 1848537377, 1848537424, 1848537455, 1848537461, 248042569, 248042548, 1848537594, 248042549, 248042550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1146236 51.3456252, -0.1154038 51.3454617, -0.1165226 51.3452457, -0.1171413 51.3451282, -0.1172499 51.3456955, -0.1168505 51.345765, -0.1168836 51.3463932, -0.1166792 51.346461, -0.1145815 51.3469055, -0.1145408 51.3465012, -0.1145456 51.3463151, -0.1145667 51.3460972, -0.1145673 51.3458347, -0.1145684 51.3456962, -0.1146236 51.3456252))",,,,private,,recreation_ground,,,,,Thomas More Catholic School Playing Fields,,,,,,,"[1848537131, 248042628, 248042632, 248042612, 1809190485, 248042556, 248042553, 1848537154, 248042555, 1848537160, 1848537152, 1848537149, 1848537144, 248042625, 1848537131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSM,"POLYGON ((0.1057681 51.573222, 0.1060359 51.5734577, 0.106605 51.573742, 0.1069174 51.5740333, 0.1071963 51.5743662, 0.1087472 51.5742344, 0.1085464 51.5735271, 0.109294 51.5734161, 0.1090262 51.5724245, 0.1087616 51.5724379, 0.1078881 51.572473, 0.1079327 51.5729584, 0.1057681 51.573222))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[248122283, 248122284, 248122285, 248122286, 248122287, 248122288, 248122289, 248122290, 248122291, 329586193, 248122292, 248122293, 248122283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1172262 51.579536, 0.1193055 51.5792836, 0.1200262 51.5798345, 0.1207789 51.5797833, 0.1207934 51.5797668, 0.120948 51.5795404, 0.1209974 51.5792658, 0.1199344 51.5792926, 0.1196305 51.5791428, 0.1191139 51.5791582, 0.1190161 51.5783561, 0.1181616 51.5783804, 0.1160284 51.5788421, 0.1164917 51.5796555, 0.1172262 51.579536))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[248122938, 248122939, 248122941, 248122942, 248122943, 248122945, 248122946, 248122948, 248122949, 248122950, 248122952, 248122953, 248122955, 9756814005, 248122938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.169379 51.5386169, 0.1696177 51.5395648, 0.1738683 51.5392507, 0.1728493 51.5381315, 0.170343 51.5385541, 0.169379 51.5386169))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[248229237, 248229238, 248229239, 248229240, 248229241, 248229237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1443859 51.3553964, -0.1415546 51.3559033, -0.1412006 51.3551104, -0.143536 51.3546907, -0.1440997 51.3545874, -0.1443859 51.3553964))",,,,,,recreation_ground,,,,,Wallington Sports Club,,,,,,,"[248499167, 6127209088, 6127209079, 11147447, 248499168, 248499167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSM,"POLYGON ((-0.1420867 51.3439022, -0.1421407 51.3439977, -0.1423523 51.3443145, -0.1421123 51.344377, -0.1423085 51.3446849, -0.1421641 51.3447262, -0.1423174 51.3450135, -0.1418759 51.3451329, -0.1420472 51.3454046, -0.141553 51.3455363, -0.1417704 51.345882, -0.1404855 51.3462154, -0.1402351 51.3458985, -0.1398331 51.3460055, -0.1391874 51.3446719, -0.1404591 51.344355, -0.1420867 51.3439022))",,,,,,recreation_ground,,,,,Purley Sports Club,,,,,,,"[248543918, 248543961, 248543919, 248543920, 248543921, 248543922, 248543923, 248543924, 248543925, 248543926, 248543927, 248543928, 248543929, 248543930, 248543931, 248543932, 248543918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1364246 51.3452495, -0.135056 51.345404, -0.1344874 51.3454605, -0.1343104 51.3445071, -0.1347446 51.3445094, -0.1358922 51.3444673, -0.1362648 51.3444145, -0.136348 51.3447928, -0.1364246 51.3452495))",,,,,,recreation_ground,,,,,,,,,,,,"[248543977, 248543978, 248543981, 240649125, 248499272, 1796418830, 248499271, 248543971, 248543977]",rugby_union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0383884 51.5736007, -0.0382239 51.5737305, -0.0381043 51.5738606, -0.0380407 51.5739758, -0.0376474 51.5749188, -0.0374071 51.5755269, -0.0376646 51.5755909, -0.0382482 51.5755536, -0.039982 51.576343, -0.0404527 51.5770133, -0.0404712 51.5769404, -0.0406171 51.5768924, -0.0406515 51.5767537, -0.0407115 51.576551, -0.0408746 51.576391, -0.0411235 51.5762097, -0.0418445 51.5758416, -0.0432865 51.5750095, -0.044325 51.57438, -0.0447628 51.574092, -0.0451404 51.5737132, -0.0453893 51.5733505, -0.0455524 51.5729557, -0.0456211 51.572625, -0.0456211 51.5723476, -0.0455095 51.5719955, -0.0452856 51.571513, -0.0451221 51.5715355, -0.0448788 51.5712994, -0.0397353 51.5730707, -0.0385844 51.573405, -0.0387047 51.5735411, -0.0386054 51.573546, -0.0384841 51.5735385, -0.0383884 51.5736007))",,,,,,recreation_ground,,,,,Low Hall Farm,,,,,,,"[3747997409, 7910178989, 248878935, 7910178991, 248878936, 248878937, 248878938, 248878939, 248878940, 248879366, 248878941, 248878942, 248878943, 248878944, 248878945, 248878946, 248878947, 248878923, 248878924, 248878925, 248878926, 248878927, 248878928, 248878929, 248878930, 248878931, 248878933, 3761836302, 7910178879, 7910228305, 7910178881, 7910151593, 7910151595, 7910151600, 3747997409]",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0240355 51.604708, -0.0244535 51.6045898, -0.0246057 51.6028304, -0.0245879 51.6027486, -0.0261439 51.6027969, -0.0260235 51.6040937, -0.0261465 51.6045825, -0.0259748 51.6047744, -0.0256487 51.604945, -0.0254598 51.6050196, -0.0251423 51.6052648, -0.0240355 51.604708))",,,,,,recreation_ground,,,,,Fairways Driving Range,,,,,,,"[248948866, 265266919, 4155058689, 160532082, 160528535, 248950124, 248950125, 248950126, 248950127, 248950128, 248950129, 248948866]",golf,,,,,London,E4 8TA,Southend Road,,,,,,,,,,,,,+44 7791 577338,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0223099 51.6067147, -0.0223262 51.6067235, -0.0241232 51.6053012, -0.0220438 51.6041667, -0.0219111 51.6042638, -0.0207541 51.6051099, -0.0203563 51.6054008, -0.0203124 51.6054329, -0.0200611 51.6056166, -0.0203148 51.6057383, -0.020465 51.6057516, -0.0206098 51.6058199, -0.0207225 51.6059065, -0.0206635 51.6060498, -0.0206313 51.6061214, -0.0207268 51.6062407, -0.0214064 51.6065146, -0.021621 51.6065129, -0.0223099 51.6067147))",,,,,,recreation_ground,,,,,Salisbury Hall Sports Ground,,,,,,,"[248950250, 4544412455, 574827633, 248950252, 4601764327, 4601930389, 4601764322, 4544408815, 248950253, 4601765774, 4601765775, 4601765776, 4601765777, 4601765778, 4601765779, 248950254, 4601765780, 4601765781, 248950250]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0189233 51.6059406, -0.0191429 51.6061666, -0.0195969 51.6066291, -0.0197046 51.6065895, -0.0199165 51.6068319, -0.0201482 51.6067748, -0.0202724 51.6068013, -0.02067 51.6066596, -0.0199406 51.6058385, -0.0195307 51.6059747, -0.0193583 51.6057859, -0.0189233 51.6059406))",,,,,,recreation_ground,,,,,,,,,,,,"[4687208602, 1440432800, 1440431899, 1440432803, 1440432802, 1440432801, 1440432806, 248950413, 248950415, 4687208600, 248950416, 4687208602]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2919848 51.3807239, -0.2917509 51.3814045, -0.2931833 51.3816428, -0.2934283 51.3811193, -0.2935174 51.3809052, -0.2932741 51.3808803, -0.2931909 51.380874, -0.29269 51.3808104, -0.2926883 51.3808146, -0.2919848 51.3807239))",,,,,,recreation_ground,,,,,,,,,,,,"[249224609, 244124626, 244124627, 9931701754, 249224612, 9931701755, 9931701756, 9931701757, 9931701758, 249224609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2936979 51.3749497, -0.2936048 51.3749434, -0.2933372 51.3747879, -0.2918236 51.3757831, -0.2906555 51.3751221, -0.2925942 51.3738294, -0.292152 51.3735563, -0.2922286 51.3735083, -0.2923859 51.3734287, -0.293439 51.3734802, -0.2943574 51.3735552, -0.2952414 51.3736999, -0.2947265 51.3739303, -0.2950698 51.3741982, -0.2949239 51.3741553, -0.2947951 51.3741607, -0.2947265 51.374225, -0.2947265 51.3744125, -0.2941999 51.3747199, -0.2940197 51.3748785, -0.2938856 51.374809, -0.2936979 51.3749497))",,,,,,recreation_ground,,,,grass,,,,,,,,"[2541792221, 308059959, 249225015, 249225016, 249225018, 249225019, 249225020, 1067244569, 249225021, 249225022, 249225024, 249225003, 249225004, 249225005, 249225007, 249225008, 249225009, 249225010, 249225012, 249225013, 2541792220, 2541792221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1647522 51.3801882, -0.1647361 51.3800848, -0.164535 51.3795327, -0.1644699 51.379392, -0.1644229 51.3792657, -0.1643753 51.3790967, -0.1641914 51.3791141, -0.1643847 51.3797032, -0.1644828 51.379961, -0.1645462 51.3802106, -0.1647522 51.3801882))",,,,,,recreation_ground,,,,,,,,,,,,"[249673845, 249673846, 249673847, 254290615, 249673848, 254290614, 1601312018, 249673852, 1601312457, 249673853, 249673845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0296151 51.5732657, -0.029793 51.5731938, -0.0298814 51.5731586, -0.0299416 51.5731168, -0.0300372 51.5730927, -0.0300761 51.5730729, -0.0301363 51.5730531, -0.030207 51.5730509, -0.0302707 51.5730311, -0.0303168 51.5730443, -0.0304725 51.5730091, -0.0304689 51.5729673, -0.0304796 51.5729387, -0.0304866 51.5729079, -0.0304772 51.5728777, -0.0305787 51.5727693, -0.0303686 51.5724295, -0.0292307 51.572688, -0.0294385 51.5729967, -0.0296151 51.5732657))",,,,,,recreation_ground,,,,,,,,,,,,"[249857778, 6354933617, 6354933618, 6354933619, 6354933620, 6354933616, 6354933615, 6354933614, 6354933613, 6354933612, 6354933611, 6354933610, 6354933609, 6354933608, 249857779, 6354933606, 249857780, 249857781, 6354933605, 249857778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1684836 51.5496615, 0.1698542 51.5501628, 0.1708561 51.5503991, 0.1715472 51.5505352, 0.1715126 51.5494466, 0.1702821 51.5486989, 0.1700039 51.5485299, 0.1684836 51.5496615))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[249890814, 249890816, 249890817, 249890818, 249890890, 9326760473, 249890891, 249890814]",soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1664566 51.548931, 0.1684836 51.5496615, 0.1700039 51.5485299, 0.1702821 51.5486989, 0.1703525 51.5479856, 0.17027 51.5479202, 0.1690979 51.5479053, 0.1690357 51.5478689, 0.1680659 51.5473012, 0.1671419 51.5481865, 0.1664566 51.548931))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[249890893, 249890814, 249890891, 9326760473, 9326760474, 9326760472, 9326760471, 9326793596, 249890973, 8018868087, 249890893]",soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1726211 51.549531, 0.1743652 51.5495701, 0.1755429 51.5497267, 0.1755609 51.5479824, 0.172729 51.5479153, 0.1726211 51.549531))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[249891410, 249891411, 249891412, 249891414, 249891415, 249891410]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1658732 51.5510553, 0.1662899 51.5510773, 0.1660661 51.5526712, 0.1661884 51.5526831, 0.1673176 51.5528069, 0.1711927 51.5529545, 0.1713607 51.5505941, 0.1701349 51.5503175, 0.1693737 51.55009, 0.1683852 51.5497458, 0.167535 51.5503605, 0.1660637 51.5498682, 0.1658732 51.5510553))",,,,,,recreation_ground,,,,,,,,,,,,"[8018822147, 249896114, 249952763, 4393294025, 249952764, 249952765, 249952767, 249952768, 249952770, 249952771, 249952772, 249952773, 8018822147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0363324 51.5964721, -0.0364421 51.5967922, -0.0364561 51.5968321, -0.036464 51.5968654, -0.0364683 51.5968681, -0.0366371 51.5973142, -0.0368 51.5977742, -0.0360457 51.5978685, -0.0362205 51.5985755, -0.0374967 51.5984558, -0.0373977 51.5981627, -0.0373615 51.5980586, -0.038316 51.5979226, -0.0385094 51.5981902, -0.0386654 51.5980971, -0.0384884 51.5977701, -0.0382753 51.5973265, -0.0381269 51.5970308, -0.0379607 51.5966706, -0.0377818 51.5962803, -0.0363324 51.5964721))",,,,,,recreation_ground,,,,,Higham Hill Recreation Ground,,,,,,"Regarding the name, one of the gates has 'Higham Hill Park' on it, but all other signs refer to this as Higham Hill Recreation Ground.","[250420504, 5265837575, 3954111115, 10069403703, 250420505, 614417227, 250420469, 250420453, 250420449, 251448714, 5265837577, 250420470, 4166336974, 5265837578, 5265837567, 5265837569, 5265837570, 5265837572, 2257593099, 614417622, 250420504]",,,,survey,,,,,park,,Higham Hill Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.449318 51.4922017, -0.4450466 51.4919873, -0.4457354 51.4895325, -0.4474453 51.4897399, -0.4481097 51.4898227, -0.4493199 51.4898999, -0.449318 51.4922017))",,,,,,recreation_ground,,,,,Little Harlington Playing Fields,,,,,,Training ground for famous footballers,"[251386923, 251386924, 251386925, 251386926, 251386927, 251386928, 251386923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1085735 51.6436179, -0.1094338 51.644123, -0.1092696 51.6454798, -0.1077256 51.6457418, -0.1066914 51.6442395, -0.1085735 51.6436179))",,,,,,recreation_ground,,,,grass,,,,,,,,"[251445848, 251446295, 19087868, 251445850, 251445849, 251445848]",cricket;rugby,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2371403 51.4550721, -0.2369516 51.4540706, -0.2369268 51.4538262, -0.2369737 51.4531931, -0.2369713 51.4530646, -0.2369665 51.4529869, -0.2369591 51.4529485, -0.2389361 51.4527763, -0.2390035 51.4528603, -0.239068 51.4528983, -0.2391035 51.4529092, -0.2391282 51.4529091, -0.2392383 51.4528547, -0.2393633 51.4528432, -0.2394311 51.4528827, -0.2397392 51.4528695, -0.2397556 51.4531018, -0.2397945 51.4533045, -0.239867 51.4537218, -0.2398928 51.4539296, -0.2399434 51.4542625, -0.2400989 51.4545509, -0.2402693 51.4548438, -0.23972 51.4548825, -0.2380353 51.4550059, -0.2371403 51.4550721))",,,,,,recreation_ground,,,,,,,,,,,,"[251566271, 251566272, 251566273, 251566274, 8859014404, 9233796072, 251566275, 3891523996, 251566277, 9033308782, 9033308783, 9233796079, 9233796078, 9233796077, 9233796076, 418368637, 9033308784, 9233796075, 9233796074, 418370371, 418370372, 9233796073, 418368630, 9033308780, 9033308779, 251566271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0895824 51.5211308, -0.0895991 51.5210258, -0.0893651 51.521007, -0.0885907 51.5209399, -0.0885525 51.5209362, -0.0877778 51.5208626, -0.0875002 51.5219824, -0.0876771 51.522022, -0.0877301 51.5220787, -0.0879563 51.5223794, -0.0879388 51.5227334, -0.0895412 51.5227386, -0.0895274 51.5223389, -0.0894975 51.5218503, -0.0895824 51.5211308))",,,,,,recreation_ground,,,,,Honourable Artillery Company Grounds,,,,,,,"[1723340912, 1723340856, 1723315860, 5939040288, 1850609984, 251759241, 737316543, 251759243, 251759244, 5948445566, 251759247, 251759248, 679094878, 251759249, 1723340912]",,,Q4801146,,en:Artillery Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1506358 51.3484555, -0.1540795 51.3479833, -0.1538198 51.3469253, -0.1501729 51.347236, -0.1502525 51.3476098, -0.150016 51.3476528, -0.1506358 51.3484555))",,,,,,recreation_ground,,,,,,,,,,,,"[251815624, 61306149, 251815586, 251815625, 3729874854, 3729874855, 251815624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4595905 51.4841219, -0.4570735 51.4841086, -0.4550838 51.4840337, -0.4552756 51.4832762, -0.4552881 51.4825524, -0.4596306 51.4822904, -0.4595905 51.4841219))",,,,,,recreation_ground,,,,,Sipson Recreation Ground,,,,,,,"[318707516, 252860221, 252864959, 252864960, 252864961, 252864962, 318707516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3291357 51.4925479, -0.3276766 51.493435, -0.3246725 51.492238, -0.3246086 51.4921524, -0.3248442 51.4920563, -0.3268526 51.4919013, -0.3275049 51.4919708, -0.3291357 51.4925479))",,,,,,recreation_ground,,,,,,,,,,,,"[254044530, 254044531, 254044532, 559966581, 254044533, 254044534, 254044535, 254044530]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3257661 51.4947047, -0.3270547 51.493825, -0.322703 51.4920355, -0.3223511 51.4920355, -0.3218361 51.4923775, -0.3215786 51.4924256, -0.3209194 51.4923339, -0.3203966 51.4927089, -0.3204642 51.4927141, -0.3247924 51.4945903, -0.3249946 51.4944062, -0.3257661 51.4947047))",,,,private,,recreation_ground,,,,,Boston Manor Playing Field,,,,,,,"[254047490, 254047491, 254047492, 254047493, 254047494, 254047495, 254047496, 254047497, 263412124, 698057425, 254047499, 254047490]",,,,,,,,,,,,,,,,,https://www.lpff.org.uk/locations/boston-manor-playing-field/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potlatch 0.8,"POLYGON ((-0.2991125 51.5241886, -0.2984173 51.5239963, -0.2980053 51.5239696, -0.2974302 51.524007, -0.2974217 51.5240497, -0.2969582 51.5253741, -0.2981426 51.5261591, -0.2983057 51.5262178, -0.2984173 51.5262231, -0.298546 51.5259294, -0.2991125 51.5241886))",,,,,,recreation_ground,,,,,Fox Wood,,,,,,,"[254675790, 254675917, 254675919, 254675920, 254675784, 254675785, 254675786, 254675787, 254675788, 254675789, 254675790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2955076 51.5210644, -0.2956273 51.5215591, -0.2958309 51.5218492, -0.2920499 51.5219356, -0.2919883 51.5217325, -0.2916623 51.5217638, -0.2916623 51.5214398, -0.2916574 51.5207909, -0.2916 51.5196188, -0.2915153 51.5188673, -0.2924704 51.518838, -0.2933666 51.5188074, -0.2944849 51.5187267, -0.2945292 51.5195156, -0.295439 51.5194836, -0.2955076 51.5210644))",,,,,,recreation_ground,,,,,Former Barclays Sports Ground,,,,,,,"[254676533, 3203000259, 254676534, 3203094040, 254676537, 3203094864, 7089999218, 7089999255, 1493044235, 254676538, 1493044226, 3201210292, 254676539, 254676540, 254676541, 254676533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
