geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((-0.4152458 51.5764826, -0.4153155 51.5764442, -0.4153372 51.5763904, -0.4153253 51.5763306, -0.4151811 51.5761421, -0.4149992 51.5758868, -0.4148938 51.5758489, -0.4147966 51.5758532, -0.4147228 51.5758958, -0.4146988 51.5759608, -0.4148779 51.576216, -0.4150115 51.5764179, -0.4150531 51.5764553, -0.4151439 51.5764852, -0.4152458 51.5764826))",,,,,,,,,,meadow,"[416625255, 6866853484, 416625256, 7127067941, 416625257, 416625258, 6866853482, 416625260, 6866853481, 416625261, 416625262, 7127067940, 416625263, 6866853483, 416625255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.051909 51.3293249, 0.0522466 51.3287422, 0.05418 51.3288279, 0.0541727 51.3289963, 0.0541554 51.3291653, 0.0541402 51.3293204, 0.0541407 51.3293864, 0.0540955 51.3297268, 0.0540565 51.3298796, 0.0540367 51.3300323, 0.0540222 51.3303356, 0.0538355 51.3303297, 0.0536878 51.3307683, 0.0534945 51.3307444, 0.0534429 51.330738, 0.0530975 51.3307021, 0.0528907 51.3306822, 0.052797 51.3306803, 0.0527143 51.3306892, 0.0526316 51.3307033, 0.0524109 51.330759, 0.052098 51.3308268, 0.050711 51.3303807, 0.0507043 51.3303784, 0.0506969 51.330376, 0.050667 51.3303595, 0.051248 51.3293381, 0.051257 51.3293223, 0.0513153 51.3293225, 0.051909 51.3293249))",,,,Great House Meadow,,,,,,meadow,"[428197917, 345526795, 428197921, 1354240706, 199849408, 762540151, 1354240708, 428204486, 1354240710, 199849407, 428197923, 350033858, 296536456, 1355414429, 296538180, 296536787, 1100985245, 1354240714, 1354240715, 296538177, 296536784, 296538176, 762586257, 350025148, 428197933, 350082220, 762586172, 428197912, 762586258, 428197917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2646284 51.599909, -0.2650198 51.5997562, -0.2647579 51.59953, -0.2643197 51.5997062, -0.2643089 51.5997545, -0.2644435 51.5998043, -0.2646284 51.599909))",,,yahoo imagery,,,,,,,meadow,"[441984908, 441984909, 441984910, 2091280228, 441984911, 441984912, 441984908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0702097 51.4584371, 0.0676004 51.4580467, 0.0674545 51.4582339, 0.0672743 51.4582072, 0.067197 51.4584264, 0.0670254 51.4584425, 0.0668131 51.4587666, 0.066706 51.45861, 0.0666306 51.4585441, 0.0663902 51.4585601, 0.0663044 51.4584425, 0.0662552 51.4583936, 0.064871 51.4581911, 0.064708 51.4585869, 0.066004 51.4588275, 0.0657338 51.4593935, 0.0667975 51.4595477, 0.0668023 51.4588138, 0.0672829 51.4588115, 0.0677206 51.4587045, 0.0682957 51.458635, 0.0683092 51.4586607, 0.0683214 51.4587473, 0.0687592 51.4587206, 0.0687382 51.4592723, 0.0687374 51.4592931, 0.0700042 51.4601567, 0.070052 51.46019, 0.0703448 51.4601688, 0.0708807 51.4601301, 0.0712107 51.4593076, 0.0702097 51.4584371))",,permissive,,,,,,,,meadow,"[455972128, 455974342, 455974344, 455974345, 455974346, 455974347, 455974349, 2450577277, 455974350, 455974351, 455974352, 455974353, 455974356, 455974357, 455974358, 455974359, 34815230, 455974362, 455974363, 455974365, 455974366, 7112958000, 455974367, 455974368, 7112958010, 34815229, 7112895526, 34815228, 7112895525, 343144713, 34815226, 455972128]",,,,,,,,managed,grass,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.313233 51.4074919, -0.3132105 51.4075836, -0.3131195 51.4079228, -0.3130556 51.4080985, -0.3129653 51.408249, -0.3128291 51.4083932, -0.3124785 51.4086098, -0.3119269 51.4085129, -0.3120702 51.4078329, -0.3121648 51.4075754, -0.3122533 51.4073637, -0.3123462 51.4073783, -0.3127639 51.407427, -0.3128884 51.40744, -0.3128723 51.4074954, -0.313233 51.4074919))",,,,,,,,,,meadow,"[469217043, 469217044, 469217045, 469217127, 469217046, 469217047, 469217048, 7919977789, 283302170, 7919977793, 7919979221, 8776341466, 8776341461, 469217053, 2590188562, 469217043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3132032 51.4071285, -0.3129786 51.4071354, -0.3128884 51.40744, -0.3127639 51.407427, -0.3123462 51.4073783, -0.3122533 51.4073637, -0.3122899 51.4072691, -0.3126523 51.4064416, -0.3127285 51.4062675, -0.3127498 51.4062209, -0.3128212 51.4060611, -0.3129408 51.4060756, -0.3129135 51.4061474, -0.3129959 51.4061526, -0.3130273 51.4062992, -0.3130862 51.4065239, -0.3131235 51.4067217, -0.3132032 51.4071285))",,,,,,,,,,meadow,"[469217051, 469217052, 469217053, 8776341461, 8776341466, 7919979221, 7919977771, 8058594718, 8058594747, 8058594716, 3896971518, 3896971519, 3896971521, 469217056, 3896971536, 8058594733, 469217057, 469217051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3122899 51.4072691, -0.3120582 51.407233, -0.3118188 51.4071985, -0.3109664 51.4070757, -0.3109332 51.4070721, -0.3105599 51.4070315, -0.310068 51.4069487, -0.3100303 51.4058361, -0.3109339 51.4059608, -0.3112464 51.4060074, -0.3112823 51.4060123, -0.3113721 51.4060119, -0.312326 51.4061252, -0.3127498 51.4062209, -0.3127285 51.4062675, -0.3126523 51.4064416, -0.3122899 51.4072691))",,,,,,,,,,meadow,"[7919977771, 7919977768, 8058594778, 8058594758, 8776341504, 8058594841, 7919977759, 469217061, 469217062, 8776341505, 8058594712, 8776341508, 3896971526, 8058594716, 8058594747, 8058594718, 7919977771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3106152 51.4108835, -0.3105897 51.4108685, -0.3104287 51.4107743, -0.3103636 51.4106768, -0.3104569 51.4105733, -0.3104557 51.4101256, -0.3103266 51.4097812, -0.3102368 51.4098706, -0.3101899 51.4098262, -0.3102869 51.4093755, -0.3104665 51.4092418, -0.3103775 51.4087594, -0.3101703 51.4087424, -0.3101556 51.4085865, -0.3101875 51.4079424, -0.3103062 51.407901, -0.3103517 51.4077809, -0.3106299 51.4077553, -0.3107122 51.4077279, -0.3108331 51.4077157, -0.3110139 51.4079312, -0.3111477 51.4079353, -0.3112102 51.4080671, -0.3113088 51.4081085, -0.3113102 51.408205, -0.3112955 51.4083125, -0.3111715 51.4085417, -0.3111057 51.4087837, -0.3112386 51.4090409, -0.3113183 51.409184, -0.3114104 51.4093064, -0.3110576 51.4093076, -0.3110515 51.4093186, -0.3109635 51.4094761, -0.3109785 51.4096389, -0.3110085 51.409859, -0.3111561 51.4098673, -0.3111959 51.4099206, -0.3111527 51.4099804, -0.3109458 51.4101074, -0.3107788 51.4102877, -0.3108017 51.4103588, -0.3108278 51.4107273, -0.3109289 51.4107672, -0.3109137 51.4108531, -0.310785 51.4109011, -0.3106152 51.4108835))",,,,,,,,,,meadow,"[666112335, 8058594829, 666112336, 666112337, 666112329, 666112324, 666112330, 666112331, 7919977745, 7919977746, 7919977747, 469217102, 7919977749, 469217103, 666112327, 469217104, 469217106, 469217107, 469217109, 469217060, 469217059, 469217225, 469217224, 469217223, 469217222, 469217221, 7919977787, 469217220, 469217219, 469217218, 469217217, 469217216, 8058594830, 7919977785, 469217215, 469217214, 469217212, 469217211, 469217209, 7919977782, 469217207, 469217206, 469217205, 469217204, 7919977777, 7919977775, 666112335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3132084 51.4031927, -0.3098343 51.4030906, -0.3102456 51.4041647, -0.3111375 51.404626, -0.3111577 51.4047538, -0.3111492 51.404859, -0.3109339 51.4059608, -0.3112464 51.4060074, -0.3112823 51.4060123, -0.3113721 51.4060119, -0.312326 51.4061252, -0.3123392 51.4061019, -0.312403 51.4059899, -0.3127022 51.4053152, -0.3131082 51.4043999, -0.3132008 51.4039119, -0.3132084 51.4031927))",,,,,,,,,,meadow,"[8058581268, 469217068, 469217066, 469217067, 8058594700, 8058594699, 469217062, 8776341505, 8058594712, 8776341508, 3896971526, 8058594713, 8058581276, 8058581279, 8058581275, 8058581272, 8058581268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3132084 51.4031927, -0.3098343 51.4030906, -0.3097908 51.4029144, -0.3097235 51.4025225, -0.3098058 51.402042, -0.3097986 51.4017775, -0.3099273 51.4012045, -0.3099637 51.4011283, -0.3105694 51.3999839, -0.310702 51.3998271, -0.3109401 51.3996249, -0.3111461 51.3995178, -0.3112079 51.3994407, -0.3137725 51.4000961, -0.3132232 51.4019274, -0.3132657 51.4021085, -0.3136327 51.4022116, -0.3132084 51.4031927))",,,,,,,,,,meadow,"[8058581268, 469217068, 469217069, 469217070, 469217072, 469217136, 469217135, 469217137, 469217138, 469217139, 469217140, 469217141, 469217142, 469217143, 469217144, 8058594844, 8058581270, 8058581268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3152488 51.3995178, -0.3158147 51.3988317, -0.312808 51.3982906, -0.3126825 51.3984628, -0.312116 51.3988002, -0.3114208 51.3992232, -0.3112749 51.3993571, -0.3112614 51.399374, -0.3112079 51.3994407, -0.3137725 51.4000961, -0.3137945 51.3999955, -0.313927 51.3993893, -0.3152488 51.3995178))",,,,,,,,,,meadow,"[469217146, 332492621, 469217147, 469217148, 469217149, 469217150, 469217151, 8058594875, 469217142, 469217143, 469640837, 469217152, 469217146]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3172086 51.3968323, -0.3154688 51.3962961, -0.3153291 51.3962531, -0.3154634 51.3961923, -0.3158682 51.3959384, -0.3174041 51.3949751, -0.3184089 51.395277, -0.3172086 51.3968323))",,,,,,,,,,meadow,"[469218762, 8058594908, 469218763, 469217162, 8058594907, 469217163, 469218765, 469218762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3226189 51.3932228, -0.3195146 51.393927, -0.3188259 51.3937375, -0.3189567 51.3936485, -0.3193773 51.3933539, -0.3200038 51.3930594, -0.3205875 51.3928826, -0.3214973 51.3927327, -0.3222097 51.3926577, -0.3228191 51.392497, -0.3233561 51.3924194, -0.3226189 51.3932228))",,,,,,,,,,meadow,"[32866670, 20910532, 469218768, 469217166, 469217167, 469217168, 469217169, 469217170, 469217171, 469217172, 20910531, 32866670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3158469 51.3987768, -0.3128623 51.398216, -0.3129273 51.3981339, -0.3133434 51.3976596, -0.3142532 51.3969741, -0.3150257 51.3963904, -0.3151222 51.3963467, -0.3152351 51.3963815, -0.3171367 51.3969678, -0.3163299 51.3980442, -0.3158469 51.3987768))",,,,,,,,,,meadow,"[469218879, 469218801, 469218803, 469217159, 469217160, 469217161, 469218805, 8058594901, 469218935, 469218941, 469218879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3139366 51.4020002, -0.3132232 51.4019274, -0.3137945 51.3999955, -0.31389 51.400021, -0.3144195 51.4000726, -0.3145776 51.4000611, -0.3146523 51.3999307, -0.3147621 51.3999147, -0.3148329 51.399921, -0.3147836 51.400053, -0.3150298 51.4000978, -0.315003 51.4001573, -0.3139366 51.4020002))",,,,,,,,,,meadow,"[8058581271, 469217144, 469640837, 469640845, 8058581212, 469640846, 8058581257, 8058581256, 8058581255, 469640847, 469640840, 20910529, 8058581271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4405269 51.5770471, -0.4407558 51.5769482, -0.4410232 51.5768629, -0.4412263 51.5767763, -0.4419845 51.5762308, -0.4420585 51.5763002, -0.4426164 51.5769136, -0.4431414 51.5776789, -0.4433116 51.577927, -0.4436463 51.5782257, -0.4435519 51.5784551, -0.4431571 51.5789405, -0.4428138 51.5788338, -0.4423503 51.5788071, -0.4419555 51.5788765, -0.441801 51.5789245, -0.4413739 51.5784292, -0.4409197 51.577991, -0.4405803 51.5776391, -0.4408163 51.5774608, -0.4404906 51.5771125, -0.4405269 51.5770471))",,,,,,,,,,meadow,"[477210638, 477210639, 477210640, 477210641, 477210642, 477210643, 477210644, 536677593, 477210645, 477210646, 477210647, 477210648, 477210649, 477210650, 477210651, 477210652, 477210653, 477210654, 477210655, 477210656, 477210658, 477210638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4406594 51.5767642, -0.4404964 51.5767962, -0.4402753 51.5768104, -0.4400379 51.5768125, -0.439867 51.5767016, -0.4397898 51.5765309, -0.4398928 51.5760775, -0.439931 51.575585, -0.4404861 51.5750616, -0.4418594 51.5756217, -0.4416379 51.5758574, -0.4413375 51.5760921, -0.4410628 51.5763108, -0.440874 51.5764708, -0.4407882 51.5765669, -0.4406594 51.5767642))",,,,,,,,,,meadow,"[477210659, 477210660, 8677504604, 8677504603, 475361142, 475361140, 475361132, 280156264, 279463398, 279463399, 477210661, 477210662, 477210663, 477210664, 477210665, 477210659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.046709 51.4415338, 0.0500621 51.4411428, 0.0503977 51.4428019, 0.0506267 51.4428738, 0.0508262 51.4429364, 0.0508509 51.4442024, 0.0508746 51.4454187, 0.0481471 51.4456101, 0.0470639 51.4457034, 0.0466918 51.4457274, 0.0459279 51.4459901, 0.0456275 51.444519, 0.0455245 51.4443799, 0.0444945 51.4437326, 0.043044 51.4430158, 0.0423595 51.4426453, 0.0426733 51.4424347, 0.0430445 51.4422835, 0.0434579 51.4421735, 0.0439191 51.4429126, 0.0455815 51.4425057, 0.0460137 51.4431548, 0.0473527 51.442866, 0.046709 51.4415338))",,,,Eltham Palace Fields,,,,,,meadow,"[477418643, 418307798, 418307799, 7340358185, 418307801, 7340341481, 418307803, 441289506, 441289507, 9015504666, 477419964, 477419968, 477419972, 477419976, 477419979, 477419983, 477419985, 477419988, 419874416, 477418636, 477418638, 477418640, 477418641, 477418643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4628412 51.5954204, -0.4638711 51.5958362, -0.4641629 51.5959429, -0.4649955 51.5961348, -0.4660598 51.5963054, -0.4665233 51.5963641, -0.4686004 51.5962041, -0.4691587 51.5961662, -0.4691993 51.5955442, -0.4696871 51.594959, -0.4701493 51.5944558, -0.4706189 51.5939852, -0.4705767 51.5938706, -0.470282 51.5937811, -0.470245 51.5937684, -0.4701711 51.5937888, -0.4695789 51.5937194, -0.4693557 51.5934795, -0.4691068 51.5932715, -0.468918 51.5931116, -0.4679137 51.5930103, -0.4670469 51.5928236, -0.4660255 51.592493, -0.4655706 51.5923491, -0.46515 51.5922904, -0.4647723 51.5924237, -0.4645506 51.5925286, -0.4641349 51.5931598, -0.4638774 51.5939917, -0.4628412 51.5954204))",,,,,,,,,,meadow,"[479465006, 479465011, 479465014, 479465015, 479465016, 479465019, 479465023, 479465027, 9734600046, 9734600044, 9734600045, 479465038, 479465039, 479465041, 479465043, 479465046, 479465049, 479465052, 479465053, 479465055, 479465060, 479465063, 479465066, 479465067, 479465078, 479465082, 479465086, 479102887, 479102871, 479465006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4689866 51.5929036, -0.4669931 51.592504, -0.4674565 51.5915335, -0.4682204 51.5899924, -0.4684951 51.5894538, -0.4718448 51.590808, -0.4689866 51.5929036))",,,,,,,,,,meadow,"[479465166, 479102165, 479102325, 479102321, 479102318, 479465694, 479465166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0201467 51.6264331, 0.0201209 51.6268593, 0.0205002 51.6271827, 0.0205697 51.6275031, 0.0206124 51.6279089, 0.0207832 51.6282506, 0.021125 51.6283093, 0.0210929 51.6287311, 0.0215285 51.6289799, 0.0213054 51.6291344, 0.0211251 51.6291344, 0.0209106 51.6289213, 0.0207031 51.6289928, 0.0200678 51.629201, 0.0198328 51.6294146, 0.0196353 51.6296869, 0.0203668 51.6298898, 0.020858 51.6301568, 0.021173 51.6301781, 0.0215041 51.630082, 0.021739 51.6298631, 0.0213919 51.6296495, 0.0214667 51.6293612, 0.0214333 51.6291828, 0.0215706 51.6291296, 0.0217261 51.6291549, 0.022022 51.6292437, 0.0224331 51.6296442, 0.022706 51.6298147, 0.0230593 51.6296027, 0.0233538 51.6294614, 0.0236717 51.6293789, 0.0237699 51.629218, 0.0236874 51.6291277, 0.0237267 51.6288293, 0.0238877 51.6288372, 0.0240015 51.6289, 0.0245865 51.6286566, 0.0252146 51.6284014, 0.0255404 51.6283739, 0.0259214 51.6282827, 0.0256588 51.6282284, 0.0251159 51.6280422, 0.0247308 51.6278716, 0.024585 51.6277896, 0.0244649 51.6277096, 0.0243623 51.6276218, 0.0242826 51.6275537, 0.0242037 51.6274658, 0.0237773 51.6268966, 0.0235779 51.6268049, 0.0228503 51.6264704, 0.0229022 51.6263995, 0.0232366 51.6259429, 0.0234952 51.625685, 0.0235198 51.6256605, 0.0234855 51.6253408, 0.0219148 51.6250264, 0.0217279 51.625219, 0.0212623 51.6257136, 0.0209706 51.6259482, 0.0204814 51.6262839, 0.0201467 51.6264331))",,,,Whitehall Plain,,,,,,meadow,"[479977532, 479977535, 262414117, 262414118, 262414119, 262414120, 262414121, 262414122, 479977547, 479977549, 479977554, 479977557, 262414123, 262414124, 262414125, 262414126, 262414127, 262414128, 262414129, 262414130, 262414131, 262414132, 262414133, 483070700, 262414134, 483070701, 262414136, 262414137, 262414138, 262414139, 262414141, 262414142, 262414143, 262414144, 262414145, 262414146, 262414147, 262414148, 262414151, 262414152, 479977561, 479977564, 479977566, 479977570, 6302871148, 6302871155, 6327958902, 479977573, 1237955284, 479977579, 6327958905, 479977583, 483070706, 479977586, 483070709, 479977587, 479977590, 479977593, 6327958892, 6327958893, 479977596, 479977605, 479977532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0134548 51.6376702, 0.0132184 51.6377881, 0.0127987 51.6378346, 0.0127901 51.6376428, 0.012712 51.6365097, 0.0125318 51.6352738, 0.0129695 51.6352631, 0.0132613 51.6352365, 0.0137591 51.6350181, 0.0126179 51.6345972, 0.0123601 51.6345546, 0.0123515 51.63448, 0.0118709 51.634187, 0.0144973 51.634155, 0.014774 51.6341436, 0.015038 51.6341284, 0.0154243 51.6340432, 0.0159135 51.6339206, 0.0160594 51.6338887, 0.0162311 51.6338887, 0.0164199 51.6339222, 0.0166252 51.6339875, 0.0165743 51.634067, 0.0163312 51.6340099, 0.01625 51.6340892, 0.0159158 51.6344155, 0.0163017 51.634599, 0.0162179 51.6346825, 0.0166173 51.6349488, 0.0167145 51.6348475, 0.0168319 51.6347251, 0.0171409 51.6347464, 0.0171494 51.6347038, 0.0182567 51.6347197, 0.0182824 51.6346345, 0.0186772 51.6346345, 0.0186695 51.6343134, 0.0200772 51.6343293, 0.0217165 51.6344092, 0.02218 51.6344732, 0.0225568 51.6345333, 0.0233464 51.6347091, 0.024179 51.6349328, 0.024591 51.6350607, 0.0248016 51.6351238, 0.0244326 51.635582, 0.0237584 51.6365949, 0.0243467 51.6368072, 0.0245699 51.6371162, 0.0249733 51.6371588, 0.0252136 51.6373505, 0.0250243 51.6373984, 0.0248102 51.6373718, 0.0242266 51.6374944, 0.023534 51.6377069, 0.0235056 51.6377234, 0.0237202 51.638384, 0.023497 51.6385384, 0.0231108 51.638629, 0.0229734 51.6386982, 0.0229992 51.6390178, 0.0229434 51.6391625, 0.0229391 51.6393321, 0.022973 51.6394558, 0.0230164 51.6396144, 0.0227589 51.6397103, 0.022716 51.6399394, 0.0228533 51.6400246, 0.0228533 51.6402217, 0.022776 51.6402217, 0.0215744 51.6398382, 0.0151629 51.6378353, 0.0140471 51.6376009, 0.0134548 51.6376702))",,,,,,,,,,meadow,"[34920370, 34920371, 480146638, 483071287, 480145297, 480145303, 480145306, 480145310, 480145317, 480693943, 480145320, 480145353, 480145086, 480145090, 1246408524, 480145095, 480145098, 480145100, 480145106, 480145110, 480145113, 3077522574, 3077522581, 3077522575, 3077522587, 3077522636, 3077522651, 480145120, 480145126, 3077522660, 480145130, 480145142, 480145143, 480145144, 480145146, 480145147, 480145149, 480145150, 480145152, 480145154, 480145156, 480145157, 480145173, 480145176, 34920344, 34920345, 34920346, 34920347, 34920348, 34920349, 34920350, 483070685, 34920352, 34920353, 1585149931, 34920354, 34920355, 34920356, 34920357, 34920358, 34920359, 1565884450, 34920360, 1565884512, 34920361, 34920362, 34920363, 34920364, 34920365, 34920366, 34920367, 34920368, 34920369, 34920370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0141892 51.6329229, 0.0141883 51.6333932, 0.0143085 51.6338993, 0.0144629 51.63391, 0.0145574 51.6338887, 0.014456 51.6340941, 0.0147374 51.6340856, 0.0148946 51.6340781, 0.0150294 51.6340378, 0.0152258 51.6340212, 0.0155367 51.6339191, 0.0160362 51.6338316, 0.016292 51.6338179, 0.0172208 51.6341095, 0.0175283 51.634178, 0.0179912 51.6342287, 0.0183056 51.6342435, 0.0189373 51.6342637, 0.0193913 51.6342753, 0.0194669 51.6339739, 0.0194399 51.6338234, 0.0193136 51.6336755, 0.019115 51.6334838, 0.0189691 51.6332387, 0.0191665 51.6330842, 0.0192952 51.6329404, 0.0192101 51.6329152, 0.0191674 51.6329016, 0.0193219 51.6326352, 0.0192934 51.6326271, 0.0190043 51.6325446, 0.0190937 51.6323992, 0.0192005 51.6322181, 0.0191282 51.6320777, 0.0191873 51.6319891, 0.0186515 51.6318589, 0.0179891 51.6320026, 0.0171991 51.6323511, 0.0165486 51.6328871, 0.0146775 51.6328445, 0.0146775 51.6324822, 0.0142398 51.632381, 0.0141892 51.6329229))",,,,,,,,,,meadow,"[483070880, 480145734, 480145736, 480145740, 480145746, 480145747, 480145749, 6327958566, 480145754, 6327958567, 483070883, 480145759, 480145775, 480145779, 6327958571, 480145789, 6327958572, 480145542, 480147948, 480147945, 483070902, 483070905, 480147936, 480147934, 262414079, 262414082, 248826070, 483070915, 483070919, 7617685547, 483070921, 262414008, 483070925, 4204663489, 480147929, 262414085, 262414086, 262414088, 480147922, 262414092, 262414093, 262414094, 483070880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4356494 51.5905052, -0.4364892 51.5914427, -0.4370388 51.5912501, -0.4370888 51.591302, -0.4379223 51.5923484, -0.4381163 51.592293, -0.4384994 51.5921782, -0.4393261 51.5931995, -0.4379689 51.5934814, -0.4371115 51.5936537, -0.4362243 51.5937187, -0.4356407 51.593688, -0.4345346 51.5922078, -0.4342671 51.5918991, -0.4342993 51.5918933, -0.43412 51.5916503, -0.4338854 51.5913074, -0.4337258 51.5911256, -0.4339433 51.5910675, -0.4347559 51.5908504, -0.4356494 51.5905052))",,,,Ruislip Common,,,,,,meadow,"[480668471, 9169382700, 480668472, 9169382699, 480668473, 9169382698, 480668520, 60365028, 60365027, 7276268387, 60365026, 60365025, 60365024, 7433468910, 7433468911, 147012029, 6658598064, 480668501, 480668503, 8206821639, 480668471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1314201 51.4294869, 0.1293467 51.4300065, 0.1277517 51.4278648, 0.1273204 51.4277176, 0.1260351 51.4272494, 0.1259492 51.4266607, 0.1268075 51.4261523, 0.1261638 51.4259917, 0.1240416 51.4266847, 0.1234106 51.4269934, 0.1225554 51.4272421, 0.1219664 51.4275703, 0.1216795 51.427471, 0.1213555 51.4274024, 0.1207015 51.4272537, 0.1209287 51.4270781, 0.1208971 51.4267411, 0.1205689 51.4269969, 0.1202715 51.4272835, 0.1201557 51.4275169, 0.1208567 51.4288867, 0.1200184 51.4280229, 0.1167888 51.4254723, 0.1169654 51.4254237, 0.1171435 51.4253747, 0.1181898 51.4252478, 0.1180288 51.4249955, 0.1185823 51.4248761, 0.1187884 51.425134, 0.118993 51.4254215, 0.1190966 51.4256378, 0.1192139 51.425664, 0.1193402 51.4256629, 0.1194488 51.4256465, 0.1197179 51.4255715, 0.1198507 51.4253989, 0.1199092 51.4252526, 0.119803 51.4250254, 0.1192869 51.4243094, 0.1190361 51.4239633, 0.1184779 51.4236903, 0.118093 51.4235438, 0.1182071 51.4234078, 0.1182884 51.4232735, 0.1188413 51.4230174, 0.120839 51.4218695, 0.1209651 51.4217922, 0.1211071 51.4217843, 0.1213017 51.4217233, 0.12238 51.4214421, 0.1220943 51.4209169, 0.1215135 51.4210743, 0.1213136 51.4207808, 0.121055 51.4207688, 0.1210273 51.4207379, 0.120973 51.4206604, 0.120073 51.4200238, 0.1206083 51.4196759, 0.1202134 51.4194457, 0.1206502 51.4192459, 0.1207284 51.4192102, 0.1210203 51.4192691, 0.1214022 51.4197484, 0.1218555 51.4203174, 0.1223561 51.4207838, 0.1227337 51.4210942, 0.1234032 51.4212655, 0.1262185 51.4204091, 0.1267335 51.42103, 0.1287934 51.4211478, 0.1287419 51.4222075, 0.1294972 51.4238239, 0.1308276 51.4238667, 0.1305958 51.4241557, 0.1321591 51.4254743, 0.1326418 51.4253195, 0.1326526 51.4253344, 0.1328907 51.4256406, 0.1344067 51.4252956, 0.1355695 51.4268014, 0.1356341 51.4268851, 0.1356598 51.4275969, 0.1359173 51.428116, 0.1364495 51.4285334, 0.1343724 51.4294859, 0.1349904 51.4306311, 0.1345612 51.4307702, 0.1343037 51.4313428, 0.1360633 51.4324505, 0.1356341 51.4326271, 0.135111 51.4330449, 0.1346057 51.43343, 0.1343525 51.4336812, 0.1342058 51.4337683, 0.1333598 51.4333043, 0.1328284 51.4327694, 0.1318323 51.430916, 0.1314201 51.4294869))",,,,Footscray Meadows,,,,,,meadow,"[293248366, 35960317, 35960318, 558581296, 35960319, 35960320, 35960321, 35960322, 5220457836, 5220457835, 5220457834, 35960323, 5220457833, 5220457832, 5220457831, 5220457837, 5220457830, 5220457838, 35960324, 35960325, 497147483, 497146991, 497145207, 5190051080, 5206464653, 5190051081, 5190051082, 9148497865, 9148497864, 9148497863, 9148497862, 5206464660, 5206464661, 9148497861, 5206464662, 9148497860, 9148497859, 9148497858, 497145212, 5220458095, 9148497892, 5220458105, 5220458104, 5220458103, 5220458102, 497145240, 9147953727, 5192961261, 494260301, 494260300, 494260298, 494260297, 5192961271, 497145121, 494967771, 5192961270, 497146260, 497146264, 499992130, 5189145122, 499992131, 497146268, 9147953392, 5189915562, 497146276, 497146280, 497146296, 497143254, 497143255, 497143256, 497143257, 497143258, 497143259, 497143260, 498249504, 498249511, 498251743, 497143261, 497143262, 5220457929, 497143263, 497143264, 497143265, 497143239, 497143907, 497143908, 497143910, 497143911, 497143912, 497143913, 6390710441, 8824576785, 8824576784, 497143916, 497143919, 8824576783, 33455497, 293248366]",park,Q5466565,en:Foots Cray Meadows,,,,,,,protected_area,Local Nature Reserve,,,,,,,,,,,,,,,,,
